gbif	canonical	genus_jw	se_jw	gswitch	fuzzy	bothwfo	suspect	spelling_alternative	remove
Thuja japonica	Thuja japonica	1	1	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
Thuja orientalis	Thuja orientalis	1	1	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
Thuja recurva	Thuja recurva	1	1	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
Thuja occidentalis var. globosa	Thuja occidentalis var. globosa	1	1	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
Thuja occidentalis var. cristata	Thuja occidentalis var. cristata	1	1	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
Thuja occidentalis	Thuja occidentalis	1	1	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
Thuja ericoides	Thuja ericoides	1	1	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
Thuja occidentalis var. hoveyi	Thuja occidentalis var. hoveyi	1	1	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
Thuja standishii	Thuja standishii	1	1	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
Thujopsis dolabrata var. variegata	Thujopsis dolabrata var. variegata	1	1	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
Thujopsis dolabrata	Thujopsis dolabrata	1	1	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
Thymelaea mezereum	Thymelaea mezereum	1	1	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
Thymus collinus	Thymus collinus	1	1	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
Thymus serpyllum var. angustifolius	Thymus serpyllum var. angustifolius	1	1	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
Thymus vulgaris	Thymus vulgaris	1	1	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
Thymus pulegioides subsp. chamaedrys	Thymus pulegioides subsp. chamaedrys	1	1	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
Thymus braunii	Thymus braunii	1	1	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
Thymus serpyllum subsp. rigidus	Thymus serpyllum subsp. rigidus	1	1	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
Thymus ovatus var. subcitratus	Thymus ovatus var. subcitratus	1	1	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
Thymus nepeta	Thymus nepeta	1	1	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
Thymus angustifolius	Thymus angustifolius	1	1	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
Thymus praecox var. spathulatus	Thymus praecox var. spathulatus	1	1	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
Thymus flagellicaulis	Thymus flagellicaulis	1	1	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
Thymus costei	Thymus costei	1	1	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
Thymus calcicola	Thymus calcicola	1	1	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
Thymus platyphyllus	Thymus platyphyllus	1	1	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
Thymus glabrescens	Thymus glabrescens	1	1	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
Thymus lanceolatus	Thymus lanceolatus	1	1	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
Thymus trachselianus	Thymus trachselianus	1	1	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
Thymus serpyllum var. praelongus	Thymus serpyllum var. praelongus	1	1	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
Thymus vallicola	Thymus vallicola	1	1	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
Thymus amoenus	Thymus amoenus	1	1	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
Thymus serpyllum subsp. chamaedrys	Thymus serpyllum subsp. chamaedrys	1	1	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
Thymus froelichianus	Thymus froelichianus	1	1	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
Thymus zygis	Thymus zygis	1	1	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
Thymus serpyllum var. ericoides	Thymus serpyllum var. ericoides	1	1	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
Thymus alpigenus	Thymus alpigenus	1	1	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
Thymus stepposus	Thymus stepposus	1	1	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
Thymus mastichina	Thymus mastichina	1	1	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
Thymus marschallianus	Thymus marschallianus	1	1	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
Thymus polytrichus	Thymus polytrichus	1	1	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
Thymus serpyllum	Thymus serpyllum	1	1	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
Thymus pulegioides subsp. pannonicus	Thymus pulegioides subsp. pannonicus	1	1	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
Thymus tomentosus	Thymus tomentosus	1	1	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
Thymus villosus	Thymus villosus	1	1	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
Thymus vulgaris var. capitatus	Thymus vulgaris var. capitatus	1	1	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
Thymus vulgaris var. palearensis	Thymus vulgaris var. palearensis	1	1	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
Thymus praecox subsp. polytrichus	Thymus praecox subsp. polytrichus	1	1	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
Thymus praecox subsp. ligusticus	Thymus praecox subsp. ligusticus	1	1	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
Thymus balcanus	Thymus balcanus	1	1	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
Thymus serpyllum subsp. praecox	Thymus serpyllum subsp. praecox	1	1	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
Thymus vandasii	Thymus vandasii	1	1	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
Thymus montanus	Thymus montanus	1	1	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
Thymus serpyllum var. pannonicus	Thymus serpyllum var. pannonicus	1	1	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
Thymus verticillatus	Thymus verticillatus	1	1	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
Thymus pulegioides var. vestitus	Thymus pulegioides var. vestitus	1	1	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
Thymus jaquetianus	Thymus jaquetianus	1	1	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
Thymus chamaedrys var. glabratus	Thymus chamaedrys var. glabratus	1	1	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
Thymus pulegioides subsp. carniolicus	Thymus pulegioides subsp. carniolicus	1	1	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
Thymus pannonicus	Thymus pannonicus	1	1	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
Thymus serpyllum var. carniolicus	Thymus serpyllum var. carniolicus	1	1	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
Thymus grandiflorus	Thymus grandiflorus	1	1	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
Thymus rochelianus	Thymus rochelianus	1	1	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
Thymus gabrielis	Thymus gabrielis	1	1	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
Thymus vulgaris var. verticillatus	Thymus vulgaris var. verticillatus	1	1	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
Thymus carniolicus	Thymus carniolicus	1	1	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
Thymus serpyllum var. alpestris	Thymus serpyllum var. alpestris	1	1	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
Thymus pulegioides	Thymus pulegioides	1	1	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
Thymus webbianus	Thymus webbianus	1	1	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
Thymus polytrichus subsp. ligusticus	Thymus polytrichus subsp. ligusticus	1	1	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
Thymus micranthus	Thymus micranthus	1	1	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
Thymus badensis	Thymus badensis	1	1	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
Thymus serpyllum subsp. angustifolius	Thymus serpyllum subsp. angustifolius	1	1	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
Thymus ciliatus	Thymus ciliatus	1	1	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
Thymus chamaedrys var. vestitus	Thymus chamaedrys var. vestitus	1	1	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
Thymus gouraudii	Thymus gouraudii	1	1	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
Thymus latifolius	Thymus latifolius	1	1	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
Thymus semilei	Thymus semilei	1	1	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
Thymus serpyllum subsp. ovatus	Thymus serpyllum subsp. ovatus	1	1	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
Thymus freixei	Thymus freixei	1	1	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
Thymus serpyllum subsp. subcitratus	Thymus serpyllum subsp. subcitratus	1	1	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
Thymus serpyllum subsp. polytrichus	Thymus serpyllum subsp. polytrichus	1	1	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
Thymus laxifoliatus	Thymus laxifoliatus	1	1	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
Thymus transcaucasicus	Thymus transcaucasicus	1	1	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
Thymus pulegioides subsp. ucrainicus	Thymus pulegioides subsp. ucrainicus	1	1	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
Thymus serpyllum var. glaber	Thymus serpyllum var. glaber	1	1	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
Thymus oblongifolius	Thymus oblongifolius	1	1	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
Thymus acicularis	Thymus acicularis	1	1	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
Thymus sylvestris	Thymus sylvestris	1	1	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
Thymus praecox	Thymus praecox	1	1	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
Thymus angustifolius var. ericoides	Thymus angustifolius var. ericoides	1	1	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
Thymus praecox var. ciliatus	Thymus praecox var. ciliatus	1	1	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
Thymus pannonicus var. latifolius	Thymus pannonicus var. latifolius	1	1	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
Thymus ceretanus	Thymus ceretanus	1	1	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
Thysanolaena maxima	Thysanolaena maxima	1	1	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
Thysanolaena agrostis	Thysanolaena agrostis	1	1	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
Thysanolaena latifolia	Thysanolaena latifolia	1	1	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
Thyselium palustre	Thyselium palustre	1	1	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
Thysselinum palustre	Thysselinum palustre	1	1	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
Tibouchina granulosa	Tibouchina granulosa	1	1	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
Tilia insularis	Tilia insularis	1	1	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
Tilia obliqua	Tilia obliqua	1	1	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
Tilia sphaerocarpa	Tilia sphaerocarpa	1	1	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
Tilia spectabilis	Tilia spectabilis	1	1	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
Tilia hypoglauca	Tilia hypoglauca	1	1	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
Tilia cordata subsp. sibirica	Tilia cordata subsp. sibirica	1	1	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
Tilia komarovii	Tilia komarovii	1	1	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
Tilia croizatii	Tilia croizatii	1	1	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
Tilia ovalis	Tilia ovalis	1	1	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
Tilia cordata	Tilia cordata	1	1	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
Tilia parvifolia	Tilia parvifolia	1	1	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
Tilia leptocarya	Tilia leptocarya	1	1	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
Tilia amurensis	Tilia amurensis	1	1	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
Tilia semicostata	Tilia semicostata	1	1	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
Tilia pauciflora	Tilia pauciflora	1	1	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
Tilia pyramidalis	Tilia pyramidalis	1	1	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
Tilia taquetii	Tilia taquetii	1	1	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
Tilia pilosa	Tilia pilosa	1	1	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
Tilia apiculata	Tilia apiculata	1	1	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
Tilia amurensis subsp. taquetii	Tilia amurensis subsp. taquetii	1	1	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
Tilia betulifolia	Tilia betulifolia	1	1	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
Tilia begoniifolia	Tilia begoniifolia	1	1	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
Tilia rufa	Tilia rufa	1	1	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
Tilia corylifolia	Tilia corylifolia	1	1	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
Tilia microphylla	Tilia microphylla	1	1	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
Tilia ulmifolia	Tilia ulmifolia	1	1	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
Tilia endochrysea	Tilia endochrysea	1	1	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
Tilia affinis	Tilia affinis	1	1	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
Tilia tenuifolia	Tilia tenuifolia	1	1	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
Tilia mandshurica	Tilia mandshurica	1	1	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
Tilia mandshurica var. mandshurica	Tilia mandshurica var. mandshurica	1	1	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
Tilia vitifolia	Tilia vitifolia	1	1	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
Tilia divaricata	Tilia divaricata	1	1	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
Tilia trichoclados	Tilia trichoclados	1	1	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
Tilia platyphyllos	Tilia platyphyllos	1	1	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
Tillaea aquatica	Tillaea aquatica	1	1	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
Tillaea moschata	Tillaea moschata	1	1	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
Tillaea chiloensis	Tillaea chiloensis	1	1	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
Tillaea likiangensis	Tillaea likiangensis	1	1	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
Tillaea schimperi	Tillaea schimperi	1	1	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
Tillaea yunnanensis	Tillaea yunnanensis	1	1	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
Tillaeastrum aquaticum	Tillaeastrum aquaticum	1	1	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
Tillaeastrum pringlei	Tillaeastrum pringlei	1	1	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
Tiniaria convolvulus	Tiniaria convolvulus	1	1	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
Tiniaria japonica	Tiniaria japonica	1	1	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
Tipuana speciosa	Tipuana speciosa	1	1	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
Tipuana tipu	Tipuana tipu	1	1	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
Tipuana tipa	Tipuana tipa	1	1	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
Tissa marina	Tissa marina	1	1	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
Tissa rubra	Tissa rubra	1	1	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
Tithonia diversifolia	Tithonia diversifolia	1	1	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
Tithonia diversifolia var. glabriuscula	Tithonia diversifolia var. glabriuscula	1	1	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
Tithonia diversifolia subsp. diversifolia	Tithonia diversifolia subsp. diversifolia	1	1	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
Tithymalus peplus	Tithymalus peplus	1	1	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
Tithymalus esula	Tithymalus esula	1	1	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
Tithymalus cyparissias	Tithymalus cyparissias	1	1	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
Tofieldia fusca	Tofieldia fusca	1	1	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
Tofieldia calyculata	Tofieldia calyculata	1	1	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
Tofieldia pusilla	Tofieldia pusilla	1	1	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
Tofieldia racemosa	Tofieldia racemosa	1	1	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
Tofieldia fauriei	Tofieldia fauriei	1	1	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
Tofieldia nutans var. kondoi	Tofieldia nutans var. kondoi	1	1	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
Tofieldia glacialis	Tofieldia glacialis	1	1	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
Tofieldia alpina	Tofieldia alpina	1	1	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
Tofieldia calyculata var. glacialis	Tofieldia calyculata var. glacialis	1	1	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
Tofieldia palustris	Tofieldia palustris	1	1	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
Tofieldia coccinea	Tofieldia coccinea	1	1	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
Tofieldia ossifraga	Tofieldia ossifraga	1	1	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
Tordylium anthriscus	Tordylium anthriscus	1	1	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
Torilis arvensis	Torilis arvensis	1	1	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
Torilis infesta	Torilis infesta	1	1	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
Torilis helvetica	Torilis helvetica	1	1	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
Torilis japonica	Torilis japonica	1	1	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
Torilis rubella	Torilis rubella	1	1	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
Torilis syriaca	Torilis syriaca	1	1	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
Torilis divaricata	Torilis divaricata	1	1	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
Tormentilla dissecta	Tormentilla dissecta	1	1	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
Tormentilla obovatifolia	Tormentilla obovatifolia	1	1	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
Tormentilla recta	Tormentilla recta	1	1	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
Tormentilla gracilis	Tormentilla gracilis	1	1	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
Tormentilla divergens	Tormentilla divergens	1	1	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
Tormentilla erecta	Tormentilla erecta	1	1	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
Tormentilla officinalis	Tormentilla officinalis	1	1	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
Torulinium odoratum	Torulinium odoratum	1	1	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
Torulinium macrocephalum var. eggersii	Torulinium macrocephalum var. eggersii	1	1	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
Torulinium confertum	Torulinium confertum	1	1	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
Touchardia latifolia	Touchardia latifolia	1	1	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
Tournefortia sogdiana	Tournefortia sogdiana	1	1	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
Tournefortia argentea	Tournefortia argentea	1	1	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
Tovomita obovata	Tovomita obovata	1	1	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
Tovomita albiflora	Tovomita albiflora	1	1	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
Trachelioides latifolia	Trachelioides latifolia	1	1	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
Trachelospermum divaricatum	Trachelospermum divaricatum	1	1	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
Trachelospermum jasminoides	Trachelospermum jasminoides	1	1	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
Trachelospermum jasminoides var. pubescens	Trachelospermum jasminoides var. pubescens	1	1	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
Trachelospermum jasminoides var. heterophyllum	Trachelospermum jasminoides var. heterophyllum	1	1	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
Trachycarpus wagnerianus	Trachycarpus wagnerianus	1	1	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
Trachycarpus fortunei	Trachycarpus fortunei	1	1	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
Trachymene glaucifolia	Trachymene glaucifolia	1	1	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
Trachynia distachya	Trachynia distachya	1	1	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
Trachypogon montufarii var. montufarii	Trachypogon montufarii var. montufarii	1	1	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
Trachypogon plumosus	Trachypogon plumosus	1	1	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
Trachypogon mollis	Trachypogon mollis	1	1	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
Trachypogon karwinskyi	Trachypogon karwinskyi	1	1	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
Trachypogon plumosus var. montufarii	Trachypogon plumosus var. montufarii	1	1	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
Trachypogon capensis	Trachypogon capensis	1	1	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
Trachypogon ligularis	Trachypogon ligularis	1	1	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
Trachypogon glaucescens	Trachypogon glaucescens	1	1	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
Trachypogon ramosus	Trachypogon ramosus	1	1	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
Trachypogon gouinii	Trachypogon gouinii	1	1	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
Trachypogon montufarii	Trachypogon montufarii	1	1	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
Trachypogon durus	Trachypogon durus	1	1	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
Trachypogon polymorphus	Trachypogon polymorphus	1	1	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
Trachypogon montufarii var. mollis	Trachypogon montufarii var. mollis	1	1	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
Trachypogon rigidifolius	Trachypogon rigidifolius	1	1	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
Trachypogon palmeri	Trachypogon palmeri	1	1	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
Trachypogon thollonii	Trachypogon thollonii	1	1	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
Trachypogon spicatus	Trachypogon spicatus	1	1	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
Trachypogon dissolutus	Trachypogon dissolutus	1	1	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
Trachypogon angustifolius	Trachypogon angustifolius	1	1	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
Trachypogon stenophyllus	Trachypogon stenophyllus	1	1	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
Trachypogon secundus	Trachypogon secundus	1	1	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
Trachypogon canescens	Trachypogon canescens	1	1	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
Trachyspermum ammi	Trachyspermum ammi	1	1	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
Trachyspermum copticum	Trachyspermum copticum	1	1	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
Tradescantia rosea	Tradescantia rosea	1	1	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
Tradescantia villosissima	Tradescantia villosissima	1	1	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
Tradescantia zebrina	Tradescantia zebrina	1	1	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
Tradescantia virginica	Tradescantia virginica	1	1	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
Tradescantia pallida	Tradescantia pallida	1	1	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
Tradescantia virginiana	Tradescantia virginiana	1	1	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
Tradescantia blossfeldiana	Tradescantia blossfeldiana	1	1	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
Tradescantia purpurea	Tradescantia purpurea	1	1	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
Tradescantia graminifolia	Tradescantia graminifolia	1	1	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
Tradescantia koernickeana	Tradescantia koernickeana	1	1	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
Tradescantia cerinthoides	Tradescantia cerinthoides	1	1	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
Tradescantia virginiana var. flexuosa	Tradescantia virginiana var. flexuosa	1	1	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
Tradescantia albida	Tradescantia albida	1	1	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
Tragacantha onobrychis	Tragacantha onobrychis	1	1	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
Tragacantha frigida	Tragacantha frigida	1	1	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
Tragopogon dubius	Tragopogon dubius	1	1	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
Tragopogon rumelicus	Tragopogon rumelicus	1	1	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
Tragopogon pratensis subsp. eupratensis	Tragopogon pratensis subsp. eupratensis	1	1	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
