dlist,elist,genus_jw,se_jw,gender_switch
Porella pinnata,Porella pinnata,1.0,1.0,False
Porella cordaeana,Porella cordaeana,1.0,1.0,False
Porlieria chilensis,Porlieria chilensis,1.0,1.0,False
Porodittia triandra,Porodittia triandra,1.0,1.0,False
Porophyllum ruderale,Porophyllum ruderale,1.0,1.0,False
Porophyllum gracile,Porophyllum gracile,1.0,1.0,False
Porophyllum macrolepideum,Porophyllum macrolepidium,1.0,1.0,False
Porophyllum linaria,Porophyllum linaria,1.0,1.0,False
Porroglossum amethystinum,Porroglossum amethystinum,1.0,1.0,False
Porteranthus stipulatus,Porteranthus stipulatus,1.0,1.0,False
Porteranthus trifoliatus,Porteranthus trifoliatus,1.0,1.0,False
Portesia ovata,Portesia ovata,1.0,1.0,False
Portulaca mendocinensis,Portulaca mendocinensis,1.0,1.0,False
Portulaca caffra,Portulaca caffra,1.0,1.0,False
Portulaca patens,Portulaca patens,1.0,1.0,False
Portulaca sativa,Portulaca sativa,1.0,1.0,False
Portulaca bicolor,Portulaca bicolor,1.0,1.0,False
Portulaca granulatostellulata,Portulaca granulatostellulata,1.0,1.0,False
Portulaca oleracea,Portulaca oleracea,1.0,1.0,False
Portulaca gilliesii,Portulaca gilliesii,1.0,1.0,False
Portulaca hirsutissima,Portulaca hirsutissima,1.0,1.0,False
Portulaca papillatostellulata,Portulaca papillatostellulata,1.0,1.0,False
Portulaca arenicola,Portulaca arenicola,1.0,1.0,False
Portulaca gagatosperma,Portulaca gagatosperma,1.0,1.0,False
Portulaca fulgens,Portulaca fulgens,1.0,1.0,False
Portulaca grandiflora,Portulaca grandiflora,1.0,1.0,False
Portulaca fosbergii,Portulaca fosbergii,1.0,1.0,False
Portulaca parvifolia,Portulaca parvifolia,1.0,1.0,False
Portulaca macrantha,Portulaca macrantha,1.0,1.0,False
Portulaca pilosa,Portulaca pilosa,1.0,1.0,False
Portulaca suffruticosa,Portulaca suffruticosa,1.0,1.0,False
Portulaca triangularis,Portulaca triangularis,1.0,1.0,False
Portulaca amilis,Portulaca amilis,1.0,1.0,False
Portulaca nitida,Portulaca nitida,1.0,1.0,False
Portulaca marginata,Portulaca marginata,1.0,1.0,False
Portulaca molokiniensis,Portulaca molokiniensis,1.0,1.0,False
Portulaca eruca,Portulaca eruca,1.0,1.0,False
Portulaca simpliciuscula,Portulaca simpliciuscula,1.0,1.0,False
Portulacaria afra,Portulacaria afra,1.0,1.0,False
Portulacastrum monogynum,Portulacastrum monogynum,1.0,1.0,False
Posadaea sphaerocarpa,Posadaea sphaerocarpa,1.0,1.0,False
Posidonia caulinii,Posidonia caulini,1.0,0.9875,True
Posidonia australis,Posidonia australis,1.0,1.0,False
Posidonia sinuosa,Posidonia sinuosa,1.0,1.0,False
Posidonia oceanica,Posidonia oceanica,1.0,1.0,False
Poskea socotrana,Poskea socotrana,1.0,1.0,False
Posoqueria latifolia,Posoqueria latifolia,1.0,1.0,False
Posoqueria longiflora,Posoqueria longiflora,1.0,1.0,False
Potalia resinifera,Potalia resinifera,1.0,1.0,False
Potalia amara,Potalia amara,1.0,1.0,False
Potameia chartacea,Potameia chartacea,1.0,1.0,False
Potamogeton zizii,Potamogeton zizii,1.0,1.0,False
Potamogeton zosteraceus,Potamogeton zosteraceus,1.0,1.0,False
Potamogeton japonicus,Potamogeton japonicus,1.0,1.0,False
Potamogeton pauciflorus,Potamogeton pauciflorus,1.0,1.0,False
Potamogeton berteroanus,Potamogeton berteroanus,1.0,1.0,False
Potamogeton distinctus,Potamogeton distinctus,1.0,1.0,False
Potamogeton perfoliatus,Potamogeton perfoliatus,1.0,1.0,False
Potamogeton pedersenii,Potamogeton pedersenii,1.0,1.0,False
Potamogeton montanense,Potamogeton montanensis,1.0,0.990606060606,True
Potamogeton vaginalis,Potamogeton vaginalis,1.0,1.0,False
Potamogeton gracilis,Potamogeton gracilis,1.0,1.0,False
Potamogeton drucei,Potamogeton drucei,1.0,1.0,False
Potamogeton diffusus,Potamogeton diffusus,1.0,1.0,False
Potamogeton densus,Potamogeton densus,1.0,1.0,False
Potamogeton macrophyllus,Potamogeton macrophyllus,1.0,1.0,False
Potamogeton helodes,Potamogeton helodes,1.0,1.0,False
Potamogeton denticulatus,Potamogeton denticulatus,1.0,1.0,False
Potamogeton conjungens,Potamogeton conjungens,1.0,1.0,False
Potamogeton turionifer,Potamogeton turionifer,1.0,1.0,False
Potamogeton amplifolius,Potamogeton amplifolius,1.0,1.0,False
Potamogeton nanus,Potamogeton nanus,1.0,1.0,False
Potamogeton semipellucidus,Potamogeton semipellucidus,1.0,1.0,False
Potamogeton robbinsii,Potamogeton robbinsii,1.0,1.0,False
Potamogeton longipedunculatus,Potamogeton longipedunculatus,1.0,1.0,False
Potamogeton oxyphyllus,Potamogeton oxyphyllus,1.0,1.0,False
Potamogeton longipetiolatus,Potamogeton longipetiolatus,1.0,1.0,False
Potamogeton claytonii,Potamogeton claytonii,1.0,1.0,False
Potamogeton kirkii,Potamogeton kirkii,1.0,1.0,False
Potamogeton faurei,Potamogeton faurei,1.0,1.0,False
Potamogeton linearis,Potamogeton linearis,1.0,1.0,False
Potamogeton epihydrus,Potamogeton epihydrus,1.0,1.0,False
Potamogeton sparganifolius,Potamogeton sparganiifolius,1.0,0.986031746032,False
Potamogeton microcarpus,Potamogeton microcarpus,1.0,1.0,False
Potamogeton fieberi,Potamogeton fieberi,1.0,1.0,False
Potamogeton zosteriformis,Potamogeton zosteriformis,1.0,1.0,False
Potamogeton rostratus,Potamogeton rostratus,1.0,1.0,False
Potamogeton zosterifolius,Potamogeton zosterifolius,1.0,1.0,False
Potamogeton ferrugineus,Potamogeton ferrugineus,1.0,1.0,False
Potamogeton macrophylloides,Potamogeton macrophylloides,1.0,1.0,False
Potamogeton borealis,Potamogeton borealis,1.0,1.0,False
Potamogeton serratus,Potamogeton serratus,1.0,1.0,False
Potamogeton cespitosus,Potamogeton caespitosus,1.0,0.972727272727,False
Potamogeton nodosus,Potamogeton nodosus,1.0,1.0,False
Potamogeton wrightii,Potamogeton wrightii,1.0,1.0,False
Potamogeton proteus,Potamogeton proteus,1.0,1.0,False
Potamogeton aschersonii,Potamogeton aschersonii,1.0,1.0,False
Potamogeton elipticum,Potamogeton elipticum,1.0,1.0,False
Potamogeton lanceolatifolius,Potamogeton lanceolatifolius,1.0,1.0,False
Potamogeton nitens,Potamogeton nitens,1.0,1.0,False
Potamogeton helveticus,Potamogeton helveticus,1.0,1.0,False
Potamogeton falcatus,Potamogeton falcatus,1.0,1.0,False
Potamogeton plantagineus,Potamogeton plantagineus,1.0,1.0,False
Potamogeton gramineus,Potamogeton gramineus,1.0,1.0,False
Potamogeton richardsonii,Potamogeton richardsonii,1.0,1.0,False
Potamogeton crispus,Potamogeton crispus,1.0,1.0,False
Potamogeton rufescens,Potamogeton rufescens,1.0,1.0,False
Potamogeton monogynus,Potamogeton monoginus,1.0,0.962962962963,False
Potamogeton dentatus,Potamogeton dentatus,1.0,1.0,False
Potamogeton perversus,Potamogeton perversus,1.0,1.0,False
Potamogeton indicus,Potamogeton indicus,1.0,1.0,False
Potamogeton oppositifolius,Potamogeton oppositifolius,1.0,1.0,False
Potamogeton foliosus,Potamogeton foliosus,1.0,1.0,False
Potamogeton subobtusus,Potamogeton subobtusus,1.0,1.0,False
Potamogeton variifolius,Potamogeton variifolius,1.0,1.0,False
Potamogeton affinis,Potamogeton affinis,1.0,1.0,False
Potamogeton longifolius,Potamogeton longifolius,1.0,1.0,False
Potamogeton wolfgangii,Potamogeton wolfgangii,1.0,1.0,False
Potamogeton dunicola,Potamogeton dunicola,1.0,1.0,False
Potamogeton malaianus,Potamogeton malaianus,1.0,1.0,False
Potamogeton oederi,Potamogeton oederi,1.0,1.0,False
Potamogeton obtusifolius,Potamogeton obtusifolius,1.0,1.0,False
Potamogeton polygonifolius,Potamogeton polygonifolius,1.0,1.0,False
Potamogeton apicalis,Potamogeton apicalis,1.0,1.0,False
Potamogeton spathuliformis,Potamogeton spathuliformis,1.0,1.0,False
Potamogeton diversifolius,Potamogeton diversifolius,1.0,1.0,False
Potamogeton fluitans,Potamogeton fluitans,1.0,1.0,False
Potamogeton purshii,Potamogeton purshii,1.0,1.0,False
Potamogeton montanensis,Potamogeton montanensis,1.0,1.0,False
Potamogeton franchetii,Potamogeton franchetii,1.0,1.0,False
Potamogeton friesii,Potamogeton friesii,1.0,1.0,False
Potamogeton microstachys,Potamogeton microstachys,1.0,1.0,False
Potamogeton lanciformis,Potamogeton lanciformis,1.0,1.0,False
Potamogeton tenuissimus,Potamogeton tenuissimus,1.0,1.0,False
Potamogeton tuckermani,Potamogeton tuckermanii,1.0,1.0,True
Potamogeton fragillimus,Potamogeton fragillimus,1.0,1.0,False
Potamogeton mandschuriensis,Potamogeton mandschuriensis,1.0,1.0,False
Potamogeton morongii,Potamogeton morongii,1.0,1.0,False
Potamogeton setaceus,Potamogeton setaceus,1.0,1.0,False
Potamogeton maackianus,Potamogeton maackianus,1.0,1.0,False
Potamogeton spirillus,Potamogeton spirillus,1.0,1.0,False
Potamogeton richardii,Potamogeton richardsonii,1.0,0.975,False
Potamogeton monoginus,Potamogeton monoginus,1.0,1.0,False
Potamogeton nigrescens,Potamogeton nigrescens,1.0,1.0,False
Potamogeton mexicanus,Potamogeton mexicanus,1.0,1.0,False
Potamogeton exstipulatus,Potamogeton exstipulatus,1.0,1.0,False
Potamogeton siculus,Potamogeton siculus,1.0,1.0,False
Potamogeton carinatus,Potamogeton carinatus,1.0,1.0,False
Potamogeton liebmannii,Potamogeton liebmannii,1.0,1.0,False
Potamogeton spoliatus,Potamogeton spoliatus,1.0,1.0,False
Potamogeton badius,Potamogeton badius,1.0,1.0,False
Potamogeton flabellatus,Potamogeton flabellatus,1.0,1.0,False
Potamogeton niagarensis,Potamogeton niagarensis,1.0,1.0,False
Potamogeton strictifolius,Potamogeton strictifolius,1.0,1.0,False
Potamogeton alpinus,Potamogeton alpinus,1.0,1.0,False
Potamogeton lonchites,Potamogeton lonchites,1.0,1.0,False
Potamogeton deminutus,Potamogeton deminutus,1.0,1.0,False
Potamogeton thunbergii,Potamogeton thunbergii,1.0,1.0,False
Potamogeton groenlandicus,Potamogeton groenlandicus,1.0,1.0,False
Potamogeton palustris,Potamogeton palustris,1.0,1.0,False
Potamogeton juncifolius,Potamogeton juncifolius,1.0,1.0,False
Potamogeton natans,Potamogeton natans,1.0,1.0,False
Potamogeton pulcher,Potamogeton pulcher,1.0,1.0,False
Potamogeton punense,Potamogeton punensis,1.0,0.947619047619,True
Potamogeton tenuifolius,Potamogeton tenuifolius,1.0,1.0,False
Potamogeton rotundatus,Potamogeton rotundatus,1.0,1.0,False
Potamogeton trichoides,Potamogeton trichoides,1.0,1.0,False
Potamogeton miniatus,Potamogeton miniatus,1.0,1.0,False
Potamogeton hybridus,Potamogeton hybridus,1.0,1.0,False
Potamogeton stylatus,Potamogeton stylatus,1.0,1.0,False
Potamogeton verticillatum,Potamogeton verticillatum,1.0,1.0,False
Potamogeton nuttallii,Potamogeton nuttallii,1.0,1.0,False
Potamogeton moniliformis,Potamogeton moniliformis,1.0,1.0,False
Potamogeton sparganiifolius,Potamogeton sparganiifolius,1.0,1.0,False
Potamogeton lanceolatus,Potamogeton lanceolatus,1.0,1.0,False
Potamogeton stagnorum,Potamogeton stagnorum,1.0,1.0,False
Potamogeton occidentalis,Potamogeton occidentalis,1.0,1.0,False
Potamogeton angustissimus,Potamogeton angustissimus,1.0,1.0,False
Potamogeton praelongus,Potamogeton praelongus,1.0,1.0,False
Potamogeton gaudichaudii,Potamogeton gaudichaudii,1.0,1.0,False
Potamogeton serrulatus,Potamogeton serrulatus,1.0,1.0,False
Potamogeton mucronatus,Potamogeton mucronatus,1.0,1.0,False
Potamogeton bicupulatus,Potamogeton bicupulatus,1.0,1.0,False
Potamogeton strictus,Potamogeton strictus,1.0,1.0,False
Potamogeton machianus,Potamogeton machianus,1.0,1.0,False
Potamogeton sinicus,Potamogeton sinicus,1.0,1.0,False
Potamogeton complanatus,Potamogeton complanatus,1.0,1.0,False
Potamogeton hornemanni,Potamogeton hornemannii,1.0,1.0,True
Potamogeton illinoensis,Potamogeton illinoensis,1.0,1.0,False
Potamogeton subflavus,Potamogeton subflavus,1.0,1.0,False
Potamogeton acutifolius,Potamogeton acutifolius,1.0,1.0,False
Potamogeton acuminatus,Potamogeton acuminatus,1.0,1.0,False
Potamogeton coriaceus,Potamogeton coriaceus,1.0,1.0,False
Potamogeton pennsylvanicus,Potamogeton pennsylvanicus,1.0,1.0,False
Potamogeton coloratus,Potamogeton coloratus,1.0,1.0,False
Potamogeton confervoides,Potamogeton confervoides,1.0,1.0,False
Potamogeton pusillus,Potamogeton pusillus,1.0,1.0,False
Potamogeton anglicus,Potamogeton anglicus,1.0,1.0,False
Potamogeton dualis,Potamogeton dualis,1.0,1.0,False
Potamogeton columbianus,Potamogeton columbianus,1.0,1.0,False
Potamogeton caespitosus,Potamogeton caespitosus,1.0,1.0,False
Potamogeton marinus,Potamogeton marinus,1.0,1.0,False
Potentilla stenophylla,Potentilla stenophylla,1.0,1.0,False
Potentilla evestita,Potentilla evestita,1.0,1.0,False
Potentilla macrosepala,Potentilla macropetala,1.0,0.95303030303,False
Potentilla erecta,Potentilla erecta,1.0,1.0,False
Potentilla incana,Potentilla incana,1.0,1.0,False
Potentilla clevelandii,Potentilla clevelandii,1.0,1.0,False
Potentilla alpina,Potentilla alpina,1.0,1.0,False
Potentilla neumanni,Potentilla neumanniana,1.0,0.981818181818,False
Potentilla micrantha,Potentilla micrantha,1.0,1.0,False
Potentilla wiemanniana,Potentilla wiemanniana,1.0,1.0,False
Potentilla hookeriana,Potentilla hookeriana,1.0,1.0,False
Potentilla doerfleri,Potentilla doerfleri,1.0,1.0,False
Potentilla nana,Potentilla nana,1.0,1.0,False
Potentilla collina,Potentilla collina,1.0,1.0,False
Potentilla reuteri,Potentilla reuteri,1.0,1.0,False
Potentilla aspegrenii,Potentilla aspegrenii,1.0,1.0,False
Potentilla peduncularis,Potentilla peduncularis,1.0,1.0,False
Potentilla subvahliana,Potentilla subvahliana,1.0,1.0,False
Potentilla sulphurea,Potentilla sulphurea,1.0,1.0,False
Potentilla crinita,Potentilla crinita,1.0,1.0,False
Potentilla arguta,Potentilla arguta,1.0,1.0,False
Potentilla transcaspia,Potentilla transcaspia,1.0,1.0,False
Potentilla parvifolia,Potentilla parviflora,1.0,0.958518518519,False
Potentilla billotii,Potentilla billotii,1.0,1.0,False
Potentilla alchimilloides,Potentilla alchimilloides,1.0,1.0,False
Potentilla anglica,Potentilla anglica,1.0,1.0,False
Potentilla bornmuelleri,Potentilla bornmuelleri,1.0,1.0,False
Potentilla pyrenaica,Potentilla pyrenaica,1.0,1.0,False
Potentilla microphylla,Potentilla microphylla,1.0,1.0,False
Potentilla pilosa,Potentilla pilosa,1.0,1.0,False
Potentilla minor,Potentilla minor,1.0,1.0,False
Potentilla stipularis,Potentilla stipularis,1.0,1.0,False
Potentilla norvegica,Potentilla norvegica,1.0,1.0,False
Potentilla herbichii,Potentilla herbichii,1.0,1.0,False
Potentilla clusiana,Potentilla clusiana,1.0,1.0,False
Potentilla heptaphylla,Potentilla heptaphylla,1.0,1.0,False
Potentilla flabellifolia,Potentilla flabellifolia,1.0,1.0,False
Potentilla alba,Potentilla alba,1.0,1.0,False
Potentilla pensylvanica,Potentilla pensylvanica,1.0,1.0,False
Potentilla lancinata,Potentilla lancinata,1.0,1.0,False
Potentilla tomentosa,Potentilla tomentosa,1.0,1.0,False
Potentilla leucopolitana,Potentilla leucopolitana,1.0,1.0,False
Potentilla astracanica,Potentilla astracanica,1.0,1.0,False
Potentilla subacaulis,Potentilla subacaulis,1.0,1.0,False
Potentilla frigida,Potentilla frigida,1.0,1.0,False
Potentilla patula,Potentilla patula,1.0,1.0,False
Potentilla matsuokana,Potentilla matsuokana,1.0,1.0,False
Potentilla brauniana,Potentilla brauniana,1.0,1.0,False
Potentilla johanniniana,Potentilla johanniniana,1.0,1.0,False
Potentilla thuringiaca,Potentilla thuringiaca,1.0,1.0,False
Potentilla tenerrima,Potentilla tenerrima,1.0,1.0,False
Potentilla reverchoni,Potentilla reverchonii,1.0,1.0,True
Potentilla alchemilloides,Potentilla alchemilloides,1.0,1.0,False
Potentilla cicutariaefolia,Potentilla cicutariifolia,1.0,0.981221001221,False
Potentilla matsumurae,Potentilla matsumurae,1.0,1.0,False
Potentilla verloti,Potentilla verlotii,1.0,0.9875,True
Potentilla crantzii,Potentilla crantzii,1.0,1.0,False
Potentilla pedata,Potentilla pedata,1.0,1.0,False
Potentilla argentina,Potentilla argentina,1.0,1.0,False
Potentilla hirta,Potentilla hirta,1.0,1.0,False
Potentilla garipensis,Potentilla garipensis,1.0,1.0,False
Potentilla tenuiloba,Potentilla tenuiloba,1.0,1.0,False
Potentilla rigida,Potentilla frigida,1.0,0.952380952381,False
Potentilla grandiceps,Potentilla grandiceps,1.0,1.0,False
Potentilla fragariastrum,Potentilla fragariastrum,1.0,1.0,False
Potentilla calabra,Potentilla calabra,1.0,1.0,False
Potentilla wheeleri,Potentilla wheeleri,1.0,1.0,False
Potentilla chamissonis,Potentilla chamissonis,1.0,1.0,False
Potentilla plurijuga,Potentilla plurijuga,1.0,1.0,False
Potentilla longifolia,Potentilla longifolia,1.0,1.0,False
Potentilla arenaria,Potentilla arenaria,1.0,1.0,False
Potentilla multifida,Potentilla multifida,1.0,1.0,False
Potentilla dichotoma,Potentilla dichotoma,1.0,1.0,False
Potentilla sadleri,Potentilla sadleri,1.0,1.0,False
Potentilla thibetica,Potentilla thibetica,1.0,1.0,False
Potentilla saundersiana,Potentilla saundersiana,1.0,1.0,False
Potentilla grandiflora,Potentilla grandiflora,1.0,1.0,False
Potentilla rubra,Potentilla rubra,1.0,1.0,False
Potentilla villosula,Potentilla villosula,1.0,1.0,False
Potentilla neglecta,Potentilla neglecta,1.0,1.0,False
Potentilla biennis,Potentilla biennis,1.0,1.0,False
Potentilla pygmaea,Potentilla pygmaea,1.0,1.0,False
Potentilla furcata,Potentilla furcata,1.0,1.0,False
Potentilla angustiloba,Potentilla angustifolia,1.0,0.964242424242,False
Potentilla recta,Potentilla recta,1.0,1.0,False
Potentilla argentea,Potentilla argentea,1.0,1.0,False
Potentilla nivalis,Potentilla nivalis,1.0,1.0,False
Potentilla dubia,Potentilla dubia,1.0,1.0,False
Potentilla multisecta,Potentilla multisecta,1.0,1.0,False
Potentilla pallida,Potentilla pallida,1.0,1.0,False
Potentilla opaca,Potentilla opaca,1.0,1.0,False
Potentilla pedersenii,Potentilla pedersenii,1.0,1.0,False
Potentilla petiolulata,Potentilla petiolulata,1.0,1.0,False
Potentilla daucifolia,Potentilla daucifolia,1.0,1.0,False
Potentilla alpestris,Potentilla alpestris,1.0,1.0,False
Potentilla suberecta,Potentilla subrecta,1.0,0.944907407407,False
Potentilla intermedia,Potentilla intermedia,1.0,1.0,False
Potentilla bifurca,Potentilla bifurca,1.0,1.0,False
Potentilla montana,Potentilla montana,1.0,1.0,False
Potentilla elmeri,Potentilla elmeri,1.0,1.0,False
Potentilla lindackeri,Potentilla lindackeri,1.0,1.0,False
Potentilla carniolica,Potentilla carniolica,1.0,1.0,False
Potentilla reptans,Potentilla reptans,1.0,1.0,False
Potentilla agrimonioides,Potentilla agrimonioides,1.0,1.0,False
Potentilla inclinata,Potentilla inclinata,1.0,1.0,False
Potentilla cuneata,Potentilla cuneata,1.0,1.0,False
Potentilla arctica,Potentilla arctica,1.0,1.0,False
Potentilla diversifolia,Potentilla diversifolia,1.0,1.0,False
Potentilla rubricaulis,Potentilla rubricaulis,1.0,1.0,False
Potentilla varia,Potentilla varia,1.0,1.0,False
Potentilla villosa,Potentilla villosa,1.0,1.0,False
Potentilla arenosa,Potentilla arenosa,1.0,1.0,False
Potentilla crebridens,Potentilla crebridens,1.0,1.0,False
Potentilla adriatica,Potentilla adriatica,1.0,1.0,False
Potentilla multicaulis,Potentilla multicaulis,1.0,1.0,False
Potentilla viridior,Potentilla viridis,1.0,0.947619047619,False
Potentilla fragaria,Potentilla fragaria,1.0,1.0,False
Potentilla supina,Potentilla supina,1.0,1.0,False
Potentilla tormentilla,Potentilla tormentilla,1.0,1.0,False
Potentilla multifideformis,Potentilla multifidiformis,1.0,0.979206349206,False
Potentilla tauricola,Potentilla taurica,1.0,0.97037037037,False
Potentilla zapateri,Potentilla zapateriana,1.0,0.981818181818,False
Potentilla hirsuta,Potentilla hirsuta,1.0,1.0,False
Potentilla acaulis,Potentilla acaulis,1.0,1.0,False
Potentilla sericea,Potentilla sericea,1.0,1.0,False
Potentilla griffithii,Potentilla griffithii,1.0,1.0,False
Potentilla robbinsiana,Potentilla robbinsiana,1.0,1.0,False
Potentilla bifurcata,Potentilla bifurcata,1.0,1.0,False
Potentilla flagellaris,Potentilla flagellaris,1.0,1.0,False
Potentilla rivalis,Potentilla rivalis,1.0,1.0,False
Potentilla pulcherrima,Potentilla pulcherrima,1.0,1.0,False
Potentilla leschenaultiana,Potentilla leschenaultiana,1.0,1.0,False
Potentilla potaninii,Potentilla potaninii,1.0,1.0,False
