"gbif","myco","genus_jw","se_jw","gswitch","bothtpl","suspect","remove","manual.remove"
"Salvia brasiliensis","Salvia brasiliensis",1,1,"False","FALSE","FALSE","FALSE",
"Salvia ceratophylla","Salvia ceratophylla",1,1,"False","FALSE","FALSE","FALSE",
"Salvia gigantea","Salvia gigantea",1,1,"False","FALSE","FALSE","FALSE",
"Salvia rubra","Salvia rubra",1,1,"False","FALSE","FALSE","FALSE",
"Salvia linifolia","Salvia linifolia",1,1,"False","FALSE","FALSE","FALSE",
"Salvia oblongata","Salvia oblongata",1,1,"False","FALSE","FALSE","FALSE",
"Salvia subscaposa","Salvia subscaposa",1,1,"False","FALSE","FALSE","FALSE",
"Salvia amplexicaulis","Salvia amplexicaulis",1,1,"False","FALSE","FALSE","FALSE",
"Salvia reptans","Salvia reptans",1,1,"False","FALSE","FALSE","FALSE",
"Salvia saccardiana","Salvia saccardiana",1,1,"False","FALSE","FALSE","FALSE",
"Salvia angustifolia","Salvia angustifolia",1,1,"False","FALSE","FALSE","FALSE",
"Salvia controversa","Salvia controversa",1,1,"False","FALSE","FALSE","FALSE",
"Salvia obtusata","Salvia obtusata",1,1,"False","FALSE","FALSE","FALSE",
"Salvia sibthorpii","Salvia sibthorpii",1,1,"False","FALSE","FALSE","FALSE",
"Salvia stepposa","Salvia stepposa",1,1,"False","FALSE","FALSE","FALSE",
"Salvia horminioides","Salvia horminioides",1,1,"False","FALSE","FALSE","FALSE",
"Salvia domenechii","Salvia domenechii",1,1,"False","FALSE","FALSE","FALSE",
"Salvia linnaei","Salvia linnaei",1,1,"False","FALSE","FALSE","FALSE",
"Salvia lanigera","Salvia lanigera",1,1,"False","FALSE","FALSE","FALSE",
"Salvia baumgartenii","Salvia baumgartenii",1,1,"False","FALSE","FALSE","FALSE",
"Salvia regeliana","Salvia regeliana",1,1,"False","FALSE","FALSE","FALSE",
"Salvia dubia","Salvia dubia",1,1,"False","FALSE","FALSE","FALSE",
"Salvia aprica","Salvia aprica",1,1,"False","FALSE","FALSE","FALSE",
"Salvia ceratophylloides","Salvia ceratophylloides",1,1,"False","FALSE","FALSE","FALSE",
"Salvia praecox","Salvia praecox",1,1,"False","FALSE","FALSE","FALSE",
"Salvia exasperata","Salvia exasperata",1,1,"False","FALSE","FALSE","FALSE",
"Salvia splendens","Salvia splendens",1,1,"False","FALSE","FALSE","FALSE",
"Salvia campestris","Salvia campestris",1,1,"False","FALSE","FALSE","FALSE",
"Salvia jaimehintoniana","Salvia jaimehintoniana",1,1,"False","FALSE","FALSE","FALSE",
"Salvia azurea","Salvia azurea",1,1,"False","FALSE","FALSE","FALSE",
"Salvia disermas","Salvia disermas",1,1,"False","FALSE","FALSE","FALSE",
"Salvia electa","Salvia electa",1,1,"False","FALSE","FALSE","FALSE",
"Salvia barcinonensis","Salvia barcinonensis",1,1,"False","FALSE","FALSE","FALSE",
"Salvia fasciculata","Salvia fasciculata",1,1,"False","FALSE","FALSE","FALSE",
"Salvia pratensis","Salvia pratensis",1,1,"False","FALSE","FALSE","FALSE",
"Salvia polymorpha","Salvia polymorpha",1,1,"False","FALSE","FALSE","FALSE",
"Salvia barnolae","Salvia barnolae",1,1,"False","FALSE","FALSE","FALSE",
"Salvia clandestina","Salvia clandestina",1,1,"False","FALSE","FALSE","FALSE",
"Salvia laciniata","Salvia laciniata",1,1,"False","FALSE","FALSE","FALSE",
"Salvia tricolor","Salvia tricolor",1,1,"False","FALSE","FALSE","FALSE",
"Salvia baetica","Salvia baetica",1,1,"False","FALSE","FALSE","FALSE",
"Salvia nubicola","Salvia nubicola",1,1,"False","FALSE","FALSE","FALSE",
"Salvia minor","Salvia minor",1,1,"False","FALSE","FALSE","FALSE",
"Salvia verbenacoides","Salvia verbenacoides",1,1,"False","FALSE","FALSE","FALSE",
"Salvia ochroleuca","Salvia ochroleuca",1,1,"False","FALSE","FALSE","FALSE",
"Salvia glutinosa","Salvia glutinosa",1,1,"False","FALSE","FALSE","FALSE",
"Salvia nudicaulis","Salvia nudicaulis",1,1,"False","FALSE","FALSE","FALSE",
"Salvia grandiflora","Salvia grandiflora",1,1,"False","FALSE","FALSE","FALSE",
"Salvia neglecta","Salvia neglecta",1,1,"False","FALSE","FALSE","FALSE",
"Salvia valentina","Salvia valentina",1,1,"False","FALSE","FALSE","FALSE",
"Salvia erosa","Salvia erosa",1,1,"False","FALSE","FALSE","FALSE",
"Salvia haematodes","Salvia haematodes",1,1,"False","FALSE","FALSE","FALSE",
"Salvia leptophylla","Salvia leptophylla",1,1,"False","FALSE","FALSE","FALSE",
"Salvia spielmanniana","Salvia spielmanniana",1,1,"False","FALSE","FALSE","FALSE",
"Salvia clusii","Salvia clusii",1,1,"False","FALSE","FALSE","FALSE",
"Salvia coriifolia","Salvia coriifolia",1,1,"False","FALSE","FALSE","FALSE",
"Salvia lusitanica","Salvia lusitanica",1,1,"False","FALSE","FALSE","FALSE",
"Salvia bullata","Salvia bullata",1,1,"False","FALSE","FALSE","FALSE",
"Salvia virgata","Salvia virgata",1,1,"False","FALSE","FALSE","FALSE",
"Salvia cretica","Salvia cretica",1,1,"False","FALSE","FALSE","FALSE",
"Salvia barrelieri","Salvia barrelieri",1,1,"False","FALSE","FALSE","FALSE",
"Salvia betonicifolia","Salvia betonicifolia",1,1,"False","FALSE","FALSE","FALSE",
"Salvia garganica","Salvia garganica",1,1,"False","FALSE","FALSE","FALSE",
"Salvia sclareoides","Salvia sclareoides",1,1,"False","FALSE","FALSE","FALSE",
"Salvia utilis","Salvia utilis",1,1,"False","FALSE","FALSE","FALSE",
"Salvia acuminata","Salvia acuminata",1,1,"False","FALSE","FALSE","FALSE",
"Salvia moldavica","Salvia moldavica",1,1,"False","FALSE","FALSE","FALSE",
"Salvia sabulicola","Salvia sabulicola",1,1,"False","FALSE","FALSE","FALSE",
"Salvia collina","Salvia collina",1,1,"False","FALSE","FALSE","FALSE",
"Salvia officinalis","Salvia officinalis",1,1,"False","FALSE","FALSE","FALSE",
"Salvia mollis","Salvia mollis",1,1,"False","FALSE","FALSE","FALSE",
"Salvia anglica","Salvia anglica",1,1,"False","FALSE","FALSE","FALSE",
"Salvia sennenii","Salvia sennenii",1,1,"False","FALSE","FALSE","FALSE",
"Salvia illuminata","Salvia illuminata",1,1,"False","FALSE","FALSE","FALSE",
"Salvia variegata","Salvia variegata",1,1,"False","FALSE","FALSE","FALSE",
"Salvia multifida","Salvia multifida",1,1,"False","FALSE","FALSE","FALSE",
"Salvia discolor","Salvia discolor",1,1,"False","FALSE","FALSE","FALSE",
"Salvia elongata","Salvia elongata",1,1,"False","FALSE","FALSE","FALSE",
"Salvia parviflora","Salvia parviflora",1,1,"False","FALSE","FALSE","FALSE",
"Salvia mexicana","Salvia mexicana",1,1,"False","FALSE","FALSE","FALSE",
"Salvia eriocaulis","Salvia eriocaulis",1,1,"False","FALSE","FALSE","FALSE",
"Salvia pallidiflora","Salvia pallidiflora",1,1,"False","FALSE","FALSE","FALSE",
"Salvia peloponnesiaca","Salvia peloponnesiaca",1,1,"False","FALSE","FALSE","FALSE",
"Salvia dumetorum","Salvia dumetorum",1,1,"False","FALSE","FALSE","FALSE",
"Salvia mediterranea","Salvia mediterranea",1,1,"False","FALSE","FALSE","FALSE",
"Salvia uberrima","Salvia uberrima",1,1,"False","FALSE","FALSE","FALSE",
"Salvia elata","Salvia elata",1,1,"False","FALSE","FALSE","FALSE",
"Salvia gracilis","Salvia gracilis",1,1,"False","FALSE","FALSE","FALSE",
"Salvia spielmanni","Salvia spielmanniana",1,1,"False","FALSE","FALSE","FALSE",
"Sambucus lanceolata","Sambucus lanceolata",1,1,"False","FALSE","FALSE","FALSE",
"Sambucus barbinervis","Sambucus barbinervis",1,1,"False","FALSE","FALSE","FALSE",
"Sambucus miquelii","Sambucus miquelii",1,1,"False","FALSE","FALSE","FALSE",
"Sambucus racemosa","Sambucus racemosa",1,1,"False","FALSE","FALSE","FALSE",
"Sambucus nigra","Sambucus nigra",1,1,"False","FALSE","FALSE","FALSE",
"Sambucus latipinna","Sambucus latipinna",1,1,"False","FALSE","FALSE","FALSE",
"Sambucus bipinnata","Sambucus bipinnata",1,1,"False","FALSE","FALSE","FALSE",
"Sambucus manshurica","Sambucus manshurica",1,1,"False","FALSE","FALSE","FALSE",
"Sambucus palmensis","Sambucus palmensis",1,1,"False","FALSE","FALSE","FALSE",
"Sambucus williamsii","Sambucus williamsii",1,1,"False","FALSE","FALSE","FALSE",
"Sambucus intermedia","Sambucus intermedia",1,1,"False","FALSE","FALSE","FALSE",
"Sambucus oreopola","Sambucus oreopola",1,1,"False","FALSE","FALSE","FALSE",
"Sambucus graveolens","Sambucus graveolens",1,1,"False","FALSE","FALSE","FALSE",
"Sambucus maderensis","Sambucus maderensis",1,1,"False","FALSE","FALSE","FALSE",
"Sameraria armena","Sameraria armena",1,1,"False","FALSE","FALSE","FALSE",
"Samolus caulescens","Samolus caulescens",1,1,"False","FALSE","FALSE","FALSE",
"Samolus valerandi","Samolus valerandi",1,1,"False","FALSE","FALSE","FALSE",
"Sanguisorba ancistroides","Sanguisorba ancistroides",1,1,"False","FALSE","FALSE","FALSE",
"Sanguisorba maroccana","Sanguisorba maroccana",1,1,"False","FALSE","FALSE","FALSE",
"Sanguisorba dictyocarpa","Sanguisorba dictyocarpa",1,1,"False","FALSE","FALSE","FALSE",
"Sanguisorba media","Sanguisorba media",1,1,"False","FALSE","FALSE","FALSE",
"Sanguisorba polygama","Sanguisorba polygama",1,1,"False","FALSE","FALSE","FALSE",
"Sanguisorba officinalis","Sanguisorba officinalis",1,1,"False","FALSE","FALSE","FALSE",
"Sanguisorba sanguisorba","Sanguisorba sanguisorba",1,1,"False","FALSE","FALSE","FALSE",
"Sanguisorba minor","Sanguisorba minor",1,1,"False","FALSE","FALSE","FALSE",
"Sanguisorba lateriflora","Sanguisorba lateriflora",1,1,"False","FALSE","FALSE","FALSE",
"Sanguisorba rupicola","Sanguisorba rupicola",1,1,"False","FALSE","FALSE","FALSE",
"Sanguisorba montana","Sanguisorba montana",1,1,"False","FALSE","FALSE","FALSE",
"Sanguisorba guestphalica","Sanguisorba guestphalica",1,1,"False","FALSE","FALSE","FALSE",
"Sanguisorba verrucosa","Sanguisorba verrucosa",1,1,"False","FALSE","FALSE","FALSE",
"Sanicula europaea","Sanicula europaea",1,1,"False","FALSE","FALSE","FALSE",
"Sanicula chinensis","Sanicula chinensis",1,1,"False","FALSE","FALSE","FALSE",
"Sanicula elata","Sanicula elata",1,1,"False","FALSE","FALSE","FALSE",
"Sansevieria trifasciata","Sansevieria trifasciata",1,1,"False","FALSE","FALSE","FALSE",
"Sansevieria zeylanica","Sansevieria zeylanica",1,1,"False","FALSE","FALSE","FALSE",
"Santalum paniculatum","Santalum paniculatum",1,1,"False","FALSE","FALSE","FALSE",
"Santalum ellipticum","Santalum ellipticum",1,1,"False","FALSE","FALSE","FALSE",
"Sanvitalia procumbens","Sanvitalia procumbens",1,1,"False","FALSE","FALSE","FALSE",
"Sapindus inaequalis","Sapindus inaequalis",1,1,"False","FALSE","FALSE","FALSE",
"Sapindus alatus","Sapindus alatus",1,1,"False","FALSE","FALSE","FALSE",
"Sapindus saponaria","Sapindus saponaria",1,1,"False","FALSE","FALSE","FALSE",
"Sapindus turczaninowii","Sapindus turczaninowii",1,1,"False","FALSE","FALSE","FALSE",
"Sapindus microcarpus","Sapindus microcarpus",1,1,"False","FALSE","FALSE","FALSE",
"Sapindus peruvianus","Sapindus peruvianus",1,1,"False","FALSE","FALSE","FALSE",
"Saponaria perfoliata","Saponaria perfoliata",1,1,"False","FALSE","FALSE","FALSE",
"Saponaria hispanica","Saponaria hispanica",1,1,"False","FALSE","FALSE","FALSE",
"Saponaria officinalis","Saponaria officinalis",1,1,"False","FALSE","FALSE","FALSE",
"Saponaria andicola","Saponaria andicola",1,1,"False","FALSE","FALSE","FALSE",
"Saranthe composita","Saranthe composita",1,1,"False","FALSE","FALSE","FALSE",
"Sarcocornia fruticosa","Sarcocornia fruticosa",1,1,"False","FALSE","FALSE","FALSE",
"Sasa senanensis","Sasa senanensis",1,1,"False","FALSE","FALSE","FALSE",
"Sasa cernua","Sasa cernua",1,1,"False","FALSE","FALSE","FALSE",
"Sasa veitchii","Sasa veitchii",1,1,"False","FALSE","FALSE","FALSE",
"Sasa scytophylla","Sasa scytophylla",1,1,"False","FALSE","FALSE","FALSE",
"Sasa kurilensis","Sasa kurilensis",1,1,"False","FALSE","FALSE","FALSE",
"Sasa gracillima","Sasa gracillima",1,1,"False","FALSE","FALSE","FALSE",
"Sasa palmata","Sasa palmata",1,1,"False","FALSE","FALSE","FALSE",
"Satureja rigidula","Satureja rigidula",1,1,"False","FALSE","FALSE","FALSE",
"Satureja intricata","Satureja intricata",1,1,"False","FALSE","FALSE","FALSE",
"Satureja hortensis","Satureja hortensis",1,1,"False","FALSE","FALSE","FALSE",
"Satureja gracilis","Satureja gracilis",1,1,"False","FALSE","FALSE","FALSE",
"Satureja petraea","Satureja petraea",1,1,"False","FALSE","FALSE","FALSE",
"Satureja laxiflora","Satureja laxiflora",1,1,"False","FALSE","FALSE","FALSE",
"Satureja alpina","Satureja alpina",1,1,"False","FALSE","FALSE","FALSE",
"Satureja illyrica","Satureja illyrica",1,1,"False","FALSE","FALSE","FALSE",
"Satureja amplifoliata","Satureja amplifoliata",1,1,"False","FALSE","FALSE","FALSE",
"Satureja brauneana","Satureja brauneana",1,1,"False","FALSE","FALSE","FALSE",
"Satureja mastichina","Satureja mastichina",1,1,"False","FALSE","FALSE","FALSE",
"Satureja ovalifolia","Satureja ovalifolia",1,1,"False","FALSE","FALSE","FALSE",
"Satureja flexuosa","Satureja flexuosa",1,1,"False","FALSE","FALSE","FALSE",
"Satureja provincialis","Satureja provincialis",1,1,"False","FALSE","FALSE","FALSE",
"Satureja intermedia","Satureja intermedia",1,1,"False","FALSE","FALSE","FALSE",
"Satureja officinarum","Satureja officinarum",1,1,"False","FALSE","FALSE","FALSE",
"Satureja grandiflora","Satureja grandiflora",1,1,"False","FALSE","FALSE","FALSE",
"Satureja montana","Satureja montana",1,1,"False","FALSE","FALSE","FALSE",
"Satureja virginiana","Satureja virginiana",1,1,"False","FALSE","FALSE","FALSE",
"Satureja spicata","Satureja spicata",1,1,"False","FALSE","FALSE","FALSE",
"Satureja pygmaea","Satureja pygmaea",1,1,"False","FALSE","FALSE","FALSE",
"Satureja cuneifolia","Satureja cuneifolia",1,1,"False","FALSE","FALSE","FALSE",
"Satureja hyssopifolia","Satureja hyssopifolia",1,1,"False","FALSE","FALSE","FALSE",
"Satureja pyrenaica","Satureja pyrenaica",1,1,"False","FALSE","FALSE","FALSE",
"Satureja innota","Satureja innota",1,1,"False","FALSE","FALSE","FALSE",
"Satureja obovata","Satureja obovata",1,1,"False","FALSE","FALSE","FALSE",
"Satureja granatensis","Satureja granatensis",1,1,"False","FALSE","FALSE","FALSE",
"Satureja nepetoides","Satureja nepetoides",1,1,"False","FALSE","FALSE","FALSE",
"Satureja taurica","Satureja taurica",1,1,"False","FALSE","FALSE","FALSE",
"Satureja fasciculata","Satureja fasciculata",1,1,"False","FALSE","FALSE","FALSE",
"Satureja confinis","Satureja confinis",1,1,"False","FALSE","FALSE","FALSE",
"Satureja kitaibelii","Satureja kitaibelii",1,1,"False","FALSE","FALSE","FALSE",
"Satureja clinopodium","Satureja clinopodium",1,1,"False","FALSE","FALSE","FALSE",
"Satureja subspicata","Satureja subspicata",1,1,"False","FALSE","FALSE","FALSE",
"Satureja hieronymi","Satureja hieronymi",1,1,"False","FALSE","FALSE","FALSE",
"Satureja brevis","Satureja brevis",1,1,"False","FALSE","FALSE","FALSE",
"Satureja menthifolia","Satureja menthifolia",1,1,"False","FALSE","FALSE","FALSE",
"Sauromatum venosum","Sauromatum venosum",1,1,"False","FALSE","FALSE","FALSE",
"Sauropus macranthus","Sauropus macranthus",1,1,"False","FALSE","FALSE","FALSE",
"Sauropus androgynus","Sauropus androgynus",1,1,"False","FALSE","FALSE","FALSE",
"Saussurea salicifolia","Saussurea salicifolia",1,1,"False","FALSE","FALSE","FALSE",
"Saussurea japonica","Saussurea japonica",1,1,"False","FALSE","FALSE","FALSE",
"Saussurea depressa","Saussurea depressa",1,1,"False","FALSE","FALSE","FALSE",
"Saussurea esthonica","Saussurea esthonica",1,1,"False","FALSE","FALSE","FALSE",
"Saussurea chinensis","Saussurea chinensis",1,1,"False","FALSE","FALSE","FALSE",
"Saussurea amara","Saussurea amara",1,1,"False","FALSE","FALSE","FALSE",
"Saussurea nuda","Saussurea nuda",1,1,"False","FALSE","FALSE","FALSE",
"Saussurea schanginiana","Saussurea schanginiana",1,1,"False","FALSE","FALSE","FALSE",
"Saxifraga stenophylla","Saxifraga stenophylla",1,1,"False","FALSE","FALSE","FALSE",
"Saxifraga pavonii","Saxifraga pavonii",1,1,"False","FALSE","FALSE","FALSE",
"Saxifraga crocea","Saxifraga crocea",1,1,"False","FALSE","FALSE","FALSE",
"Saxifraga unguiculata","Saxifraga unguiculata",1,1,"False","FALSE","FALSE","FALSE",
"Saxifraga intricata","Saxifraga intricata",1,1,"False","FALSE","FALSE","FALSE",
"Saxifraga hirculus","Saxifraga hirculus",1,1,"False","FALSE","FALSE","FALSE",
"Saxifraga zeleborii","Saxifraga zeleborii",1,1,"False","FALSE","FALSE","FALSE",
"Saxifraga exarata","Saxifraga exarata",1,1,"False","FALSE","FALSE","FALSE",
"Saxifraga flexuosa","Saxifraga flexuosa",1,1,"False","FALSE","FALSE","FALSE",
"Saxifraga stylosa","Saxifraga stylosa",1,1,"False","FALSE","FALSE","FALSE",
"Saxifraga stabiana","Saxifraga stabiana",1,1,"False","FALSE","FALSE","FALSE",
"Saxifraga cartilaginea","Saxifraga cartilaginea",1,1,"False","FALSE","FALSE","FALSE",
"Saxifraga magellanica","Saxifraga magellanica",1,1,"False","FALSE","FALSE","FALSE",
"Saxifraga paniculata","Saxifraga paniculata",1,1,"False","FALSE","FALSE","FALSE",
"Saxifraga reticulata","Saxifraga reticulata",1,1,"False","FALSE","FALSE","FALSE",
"Saxifraga pulvinata","Saxifraga pulvinata",1,1,"False","FALSE","FALSE","FALSE",
"Saxifraga moncayensis","Saxifraga moncayensis",1,1,"False","FALSE","FALSE","FALSE",
"Saxifraga parva","Saxifraga parva",1,1,"False","FALSE","FALSE","FALSE",
"Saxifraga moschata","Saxifraga moschata",1,1,"False","FALSE","FALSE","FALSE",
"Saxifraga pseudosancta","Saxifraga pseudosancta",1,1,"False","FALSE","FALSE","FALSE",
"Saxifraga atrorubens","Saxifraga atrorubens",1,1,"False","FALSE","FALSE","FALSE",
"Saxifraga hirculoides","Saxifraga hirculoides",1,1,"False","FALSE","FALSE","FALSE",
"Saxifraga boryi","Saxifraga boryi",1,1,"False","FALSE","FALSE","FALSE",
"Saxifraga groenlandica","Saxifraga groenlandica",1,1,"False","FALSE","FALSE","FALSE",
"Saxifraga pseudolaevis","Saxifraga pseudolaevis",1,1,"False","FALSE","FALSE","FALSE",
"Saxifraga bryoides","Saxifraga bryoides",1,1,"False","FALSE","FALSE","FALSE",
"Saxifraga cymbalaria","Saxifraga cymbalaria",1,1,"False","FALSE","FALSE","FALSE",
"Saxifraga malyi","Saxifraga malyi",1,1,"False","FALSE","FALSE","FALSE",
"Saxifraga biflora","Saxifraga biflora",1,1,"False","FALSE","FALSE","FALSE",
"Saxifraga radiata","Saxifraga radiata",1,1,"False","FALSE","FALSE","FALSE",
"Saxifraga spinulosa","Saxifraga spinulosa",1,1,"False","FALSE","FALSE","FALSE",
"Saxifraga juniperifolia","Saxifraga juniperifolia",1,1,"False","FALSE","FALSE","FALSE",
"Saxifraga stellata","Saxifraga stellata",1,1,"False","FALSE","FALSE","FALSE",
"Saxifraga sileniflora","Saxifraga sileniflora",1,1,"False","FALSE","FALSE","FALSE",
"Saxifraga decipiens","Saxifraga decipiens",1,1,"False","FALSE","FALSE","FALSE",
"Saxifraga uniflora","Saxifraga uniflora",1,1,"False","FALSE","FALSE","FALSE",
"Saxifraga neglecta","Saxifraga neglecta",1,1,"False","FALSE","FALSE","FALSE",
"Saxifraga mucronulatoides","Saxifraga mucronulatoides",1,1,"False","FALSE","FALSE","FALSE",
"Saxifraga simulata","Saxifraga simulata",1,1,"False","FALSE","FALSE","FALSE",
"Saxifraga rocheliana","Saxifraga rocheliana",1,1,"False","FALSE","FALSE","FALSE",
"Saxifraga recta","Saxifraga recta",1,1,"False","FALSE","FALSE","FALSE",
"Saxifraga laevis","Saxifraga laevis",1,1,"False","FALSE","FALSE","FALSE",
"Saxifraga huetiana","Saxifraga huetiana",1,1,"False","FALSE","FALSE","FALSE",
"Saxifraga latina","Saxifraga latina",1,1,"False","FALSE","FALSE","FALSE",
"Saxifraga autumnalis","Saxifraga autumnalis",1,1,"False","FALSE","FALSE","FALSE",
"Saxifraga cultrata","Saxifraga cultrata",1,1,"False","FALSE","FALSE","FALSE",
"Saxifraga marginata","Saxifraga marginata",1,1,"False","FALSE","FALSE","FALSE",
"Saxifraga pekinensis","Saxifraga pekinensis",1,1,"False","FALSE","FALSE","FALSE",
"Saxifraga rivularis","Saxifraga rivularis",1,1,"False","FALSE","FALSE","FALSE",
"Saxifraga reniformis","Saxifraga reniformis",1,1,"False","FALSE","FALSE","FALSE",
"Saxifraga adenophora","Saxifraga adenophora",1,1,"False","FALSE","FALSE","FALSE",
"Saxifraga palustris","Saxifraga palustris",1,1,"False","FALSE","FALSE","FALSE",
"Saxifraga carpathica","Saxifraga carpathica",1,1,"False","FALSE","FALSE","FALSE",
"Saxifraga mollis","Saxifraga mollis",1,1,"False","FALSE","FALSE","FALSE",
"Saxifraga serpyllifola","Saxifraga serpyllifolia",1,1,"False","FALSE","FALSE","FALSE",
"Saxifraga flagellaris","Saxifraga flagellaris",1,1,"False","FALSE","FALSE","FALSE",
"Saxifraga mucronulata","Saxifraga mucronulata",1,1,"False","FALSE","FALSE","FALSE",
"Saxifraga propinqua","Saxifraga propinqua",1,1,"False","FALSE","FALSE","FALSE",
"Saxifraga chlorantha","Saxifraga chlorantha",1,1,"False","FALSE","FALSE","FALSE",
"Saxifraga serotina","Saxifraga serotina",1,1,"False","FALSE","FALSE","FALSE",
"Saxifraga trigyna","Saxifraga trigyna",1,1,"False","FALSE","FALSE","FALSE",
"Saxifraga nathorstii","Saxifraga nathorstii",1,1,"False","FALSE","FALSE","FALSE",
"Saxifraga cespitosa","Saxifraga cespitosa",1,1,"False","FALSE","FALSE","FALSE",
"Saxifraga sinomontana","Saxifraga sinomontana",1,1,"False","FALSE","FALSE","FALSE",
"Saxifraga coriophylla","Saxifraga coriophylla",1,1,"False","FALSE","FALSE","FALSE",
"Saxifraga intacta","Saxifraga intacta",1,1,"False","FALSE","FALSE","FALSE",
"Saxifraga hyperborea","Saxifraga hyperborea",1,1,"False","FALSE","FALSE","FALSE",
"Saxifraga oppositifolia","Saxifraga oppositifolia",1,1,"False","FALSE","FALSE","FALSE",
"Saxifraga aizoides","Saxifraga aizoides",1,1,"False","FALSE","FALSE","FALSE",
"Saxifraga bronchialis","Saxifraga bronchialis",1,1,"False","FALSE","FALSE","FALSE",
"Saxifraga maculata","Saxifraga maculata",1,1,"False","FALSE","FALSE","FALSE",
"Saxifraga pentadactylis","Saxifraga pentadactylis",1,1,"False","FALSE","FALSE","FALSE",
"Saxifraga ciliatopetala","Saxifraga ciliatopetala",1,1,"False","FALSE","FALSE","FALSE",
"Saxifraga elatior","Saxifraga elatior",1,1,"False","FALSE","FALSE","FALSE",
"Saxifraga debilis","Saxifraga debilis",1,1,"False","FALSE","FALSE","FALSE",
"Saxifraga kolenatiana","Saxifraga kolenatiana",1,1,"False","FALSE","FALSE","FALSE",
"Saxifraga flagrans","Saxifraga flagrans",1,1,"False","FALSE","FALSE","FALSE",
"Saxifraga vilmoriniana","Saxifraga vilmoriniana",1,1,"False","FALSE","FALSE","FALSE",
"Saxifraga granulifera","Saxifraga granulifera",1,1,"False","FALSE","FALSE","FALSE",
"Saxifraga baborensis","Saxifraga baborensis",1,1,"False","FALSE","FALSE","FALSE",
"Saxifraga camarae","Saxifraga camarae",1,1,"False","FALSE","FALSE","FALSE",
"Saxifraga manshuriensis","Saxifraga manshuriensis",1,1,"False","FALSE","FALSE","FALSE",
"Saxifraga scleropoda","Saxifraga scleropoda",1,1,"False","FALSE","FALSE","FALSE",
"Saxifraga cortusifolia","Saxifraga cortusifolia",1,1,"False","FALSE","FALSE","FALSE",
"Saxifraga serpyllifolia","Saxifraga serpyllifolia",1,1,"False","FALSE","FALSE","FALSE",
"Saxifraga kusnezowiana","Saxifraga kusnezowiana",1,1,"False","FALSE","FALSE","FALSE",
"Saxifraga peruviana","Saxifraga peruviana",1,1,"False","FALSE","FALSE","FALSE",
"Saxifraga sancta","Saxifraga sancta",1,1,"False","FALSE","FALSE","FALSE",
"Saxifraga orientalis","Saxifraga orientalis",1,1,"False","FALSE","FALSE","FALSE",
"Saxifraga cernua","Saxifraga cernua",1,1,"False","FALSE","FALSE","FALSE",
"Saxifraga nutans","Saxifraga nutans",1,1,"False","FALSE","FALSE","FALSE",
"Saxifraga robusta","Saxifraga robusta",1,1,"False","FALSE","FALSE","FALSE",
"Saxifraga losae","Saxifraga losae",1,1,"False","FALSE","FALSE","FALSE",
"Saxifraga aurantiaca","Saxifraga aurantiaca",1,1,"False","FALSE","FALSE","FALSE",
"Saxifraga macrocalyx","Saxifraga macrocalyx",1,1,"False","FALSE","FALSE","FALSE",
"Saxifraga cordillerarum","Saxifraga cordillerarum",1,1,"False","FALSE","FALSE","FALSE",
"Saxifraga juniperina","Saxifraga juniperina",1,1,"False","FALSE","FALSE","FALSE",
"Saxifraga sibirica","Saxifraga sibirica",1,1,"False","FALSE","FALSE","FALSE",
"Saxifraga andicola","Saxifraga andicola",1,1,"False","FALSE","FALSE","FALSE",
"Saxifraga nigroglandulosa","Saxifraga nigroglandulosa",1,1,"False","FALSE","FALSE","FALSE",
"Saxifraga tangutica","Saxifraga tangutica",1,1,"False","FALSE","FALSE","FALSE",
"Scabiosa caerulea","Scabiosa caerulea",1,1,"False","FALSE","FALSE","FALSE",
"Scabiosa hirsuta","Scabiosa hirsuta",1,1,"False","FALSE","FALSE","FALSE",
"Scabiosa prolifera","Scabiosa prolifera",1,1,"False","FALSE","FALSE","FALSE",
"Scabiosa columbaria","Scabiosa columbaria",1,1,"False","FALSE","FALSE","FALSE",
"Scabiosa nudicaulis","Scabiosa nudicaulis",1,1,"False","FALSE","FALSE","FALSE",
"Scabiosa glabrata","Scabiosa glabrata",1,1,"False","FALSE","FALSE","FALSE",
"Scabiosa austroafricana","Scabiosa austroafricana",1,1,"False","FALSE","FALSE","FALSE",
"Scabiosa praemorsa","Scabiosa praemorsa",1,1,"False","FALSE","FALSE","FALSE",
"Scabiosa ceratophylla","Scabiosa ceratophylla",1,1,"False","FALSE","FALSE","FALSE",
"Scabiosa brigantiaca","Scabiosa brigantiaca",1,1,"False","FALSE","FALSE","FALSE",
"Scabiosa spreta","Scabiosa spreta",1,1,"False","FALSE","FALSE","FALSE",
"Scabiosa acaulis","Scabiosa acaulis",1,1,"False","FALSE","FALSE","FALSE",
"Scabiosa altissima","Scabiosa altissima",1,1,"False","FALSE","FALSE","FALSE",
"Scabiosa anthemifolia","Scabiosa anthemifolia",1,1,"False","FALSE","FALSE","FALSE",
"Scabiosa rutifolia","Scabiosa rutifolia",1,1,"False","FALSE","FALSE","FALSE",
"Scabiosa affinis","Scabiosa affinis",1,1,"False","FALSE","FALSE","FALSE",
"Scabiosa rubella","Scabiosa rubella",1,1,"False","FALSE","FALSE","FALSE",
