"gbif","tank","genus_jw","se_jw","gswitch","bothtpl","suspect","remove","manual.remove"
"Ixia africana","Ixia africana",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Ixia alba","Ixia alba",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Ixia bulbifera","Ixia bulbifera",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Ixia capillaris","Ixia capillaris",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Ixia divaricata","Ixia divaricata",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Ixia latifolia","Ixia latifolia",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Ixia linearis","Ixia linearis",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Ixia longiflora","Ixia longiflora",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Ixia paniculata","Ixia paniculata",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Ixia rapunculoides","Ixia rapunculoides",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Ixia scillaris","Ixia scillaris",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Ixia villosa","Ixia villosa",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Ixianthes retzioides","Ixianthes retzioides",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Ixiolirion montanum","Ixiolirion montanum",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Ixiolirion tataricum","Ixiolirion tataricum",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Ixonanthes icosandra","Ixonanthes icosandra",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Ixonanthes reticulata","Ixonanthes reticulata",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Ixophorus unisetus","Ixophorus unisetus",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Ixora amoena","Ixora amoena",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Ixora biflora","Ixora biflora",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Ixora brachypoda","Ixora brachypoda",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Ixora chinensis","Ixora chinensis",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Ixora coccinea","Ixora coccinea",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Ixora ferrea","Ixora ferrea",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Ixora grandiflora","Ixora grandiflora",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Ixora hookeri","Ixora hookeri",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Ixora javanica","Ixora javanica",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Ixora killipii","Ixora killipii",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Ixora nitens","Ixora nitens",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Ixora novoguineensis","Ixora novoguineensis",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Ixora parviflora","Ixora parviflora",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Ixora pauciflora","Ixora pauciflora",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Ixora pavetta","Ixora pavetta",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Ixora peruviana","Ixora peruviana",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Ixora propinqua","Ixora propinqua",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Ixora scheffleri","Ixora scheffleri",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Ixora stricta","Ixora stricta",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Ixora tidorensis","Ixora tidorensis",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Ixora valetoniana","Ixora valetoniana",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Ixyophora viridisepala","Ixyophora viridisepala",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Jablonskia congesta","Jablonskia congesta",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Jaborosa integrifolia","Jaborosa integrifolia",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Jacaranda arborea","Jacaranda arborea",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Jacaranda copaia","Jacaranda copaia",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Jacaranda mimosifolia","Jacaranda mimosifolia",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Jacaranda paraensis","Jacaranda paraensis",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Jacaranda sparrei","Jacaranda sparrei",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Jacaratia corumbensis","Jacaratia corumbensis",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Jacaratia digitata","Jacaratia digitata",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Jacaratia heptaphylla","Jacaratia heptaphylla",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Jacaratia spinosa","Jacaratia spinosa",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Jackiopsis ornata","Jackiopsis ornata",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Jacksonia alata","Jacksonia alata",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Jacksonia horrida","Jacksonia horrida",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Jacobaea abrotanifolia","Jacobaea abrotanifolia",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Jacobaea alpina","Jacobaea alpina",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Jacobaea aquatica","Jacobaea aquatica",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Jacobaea argunensis","Jacobaea argunensis",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Jacobaea arnautorum","Jacobaea arnautorum",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Jacobaea erucifolia","Jacobaea erucifolia",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Jacobaea gibbosa","Jacobaea gibbosa",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Jacobaea incana","Jacobaea incana",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Jacobaea maritima","Jacobaea maritima",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Jacobaea paludosa","Jacobaea paludosa",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Jacobaea subalpina","Jacobaea subalpina",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Jacobaea vulgaris","Jacobaea vulgaris",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Jacquemontia acrocephala","Jacquemontia macrocephala",1,0.972222222222,"False",FALSE,FALSE,FALSE,FALSE
"Jacquemontia blanchetii","Jacquemontia blanchetii",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Jacquemontia cayensis","Jacquemontia cayensis",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Jacquemontia havanensis","Jacquemontia havanensis",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Jacquemontia ovalifolia","Jacquemontia ovalifolia",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Jacquemontia pentantha","Jacquemontia pentanthos",1,0.979259259259,"False",FALSE,FALSE,FALSE,FALSE
"Jacquemontia pentanthos","Jacquemontia pentanthos",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Jacquemontia platycephala","Jacquemontia platycephala",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Jacquemontia reclinata","Jacquemontia reclinata",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Jacquemontia tamnifolia","Jacquemontia tamnifolia",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Jacqueshuberia loretensis","Jacqueshuberia loretensis",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Jacquinea arborea","Jacquinia arborea",0.977777777778,1,"False",FALSE,FALSE,FALSE,FALSE
"Jacquinia arborea","Jacquinia arborea",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Jacquinia armillaris","Jacquinia armillaris",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Jacquinia berterii","Jacquinia berteroi",1,0.966666666667,"False",FALSE,FALSE,FALSE,FALSE
"Jacquinia berteroi","Jacquinia berteroi",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Jacquinia keyensis","Jacquinia keyensis",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Jacquinia macrocarpa","Jacquinia macrocarpa",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Jacquinia nervosa","Jacquinia nervosa",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Jacquinia ruscifolia","Jacquinia ruscifolia",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Jacquiniella equitantifolia","Jacquiniella equitantifolia",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Jacquiniella teretifolia","Jacquiniella teretifolia",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Jaegeria hirta","Jaegeria hirta",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Jaegerina brevicuspes","Jaegerina brevicuspis",1,0.993939393939,"False",FALSE,FALSE,FALSE,FALSE
"Jaegerina scariosa","Jaegerina scariosa",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Jagera javanica","Jagera javanica",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Jagera pseudorhus","Jagera pseudorhus",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Jaltomata procumbens","Jaltomata procumbens",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Jaltomata sinuosa","Jaltomata sinuosa",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Jamesbrittenia foliolosa","Jamesbrittenia foliolosa",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Jamesbrittenia megadenia","Jamesbrittenia megadenia",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Jamesia americana","Jamesia americana",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Janotia macrostipula","Janotia macrostipula",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Jansenella griffithiana","Jansenella griffithiana",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Janusia anisandra","Janusia anisandra",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Janusia mediterranea","Janusia mediterranea",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Japonolirion osense","Japonolirion osense",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Jaracatia corumbensis","Jacaratia corumbensis",0.97037037037,1,"False",FALSE,FALSE,FALSE,FALSE
"Jarilla heterophylla","Jarilla heterophylla",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Jasione amethystina","Jasione amethystina",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Jasione corymbosa","Jasione corymbosa",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Jasione crispa","Jasione crispa",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Jasione heldreichii","Jasione heldreichii",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Jasione humilis","Jasione humilis",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Jasione laevis","Jasione laevis",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Jasione maritima","Jasione maritima",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Jasione montana","Jasione montana",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Jasione orbiculata","Jasione orbiculata",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Jasione penicillata","Jasione penicillata",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Jasione perennis","Jasione perennis",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Jasione pygmaea","Jasione pygmaea",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Jasione pyrenaea","Jasione pyrenaica",1,0.953703703704,"False",FALSE,TRUE,FALSE,FALSE
"Jasione supina","Jasione supina",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Jasminum abyssinicum","Jasminum abyssinicum",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Jasminum acuminatum","Jasminum acuminatum",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Jasminum aldabrarum","Jasminum aldabranum",1,0.98,"False",FALSE,FALSE,FALSE,FALSE
"Jasminum amplexicaule","Jasminum amplexicaule",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Jasminum anastomosans","Jasminum anastomosans",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Jasminum angulare","Jasminum angulare",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Jasminum azoricum","Jasminum azoricum",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Jasminum bifarium","Jasminum bifarium",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Jasminum coarctatum","Jasminum coarctatum",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Jasminum congestum","Jasminum congestum",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Jasminum cordifolium","Jasminum cordifolium",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Jasminum dallachyi","Jasminum dallachyi",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Jasminum dichotomum","Jasminum dichotomum",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Jasminum didymum","Jasminum didymum",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Jasminum domatiigerum","Jasminum domatiigerum",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Jasminum elegans","Jasminum elegans",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Jasminum elongatum","Jasminum elongatum",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Jasminum floridum","Jasminum floridum",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Jasminum fluminense","Jasminum fluminense",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Jasminum fruticans","Jasminum fruticans",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Jasminum gardeniodorum","Jasminum gardeniodorum",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Jasminum glandulosum","Jasminum glandulosum",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Jasminum grandiflorum","Jasminum grandiflorum",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Jasminum heyneanum","Jasminum heyneanum",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Jasminum hirsutum","Jasminum hirsutum",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Jasminum humile","Jasminum humile",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Jasminum laetum","Jasminum laetum",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Jasminum lancefolium","Jasminum lanceolarium",1,0.957070707071,"False",FALSE,TRUE,FALSE,FALSE
"Jasminum laurifolium","Jasminum laurifolium",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Jasminum mesnyi","Jasminum mesnyi",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Jasminum molle","Jasminum molle",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Jasminum multiflorum","Jasminum multiflorum",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Jasminum multinervosum","Jasminum multinervium",1,0.992094017094,"False",TRUE,FALSE,FALSE,FALSE
"Jasminum nepalense","Jasminum nepalense",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Jasminum nervosum","Jasminum nervosum",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Jasminum nudiflorum","Jasminum nudiflorum",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Jasminum odoratissimum","Jasminum odoratissimum",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Jasminum officinale","Jasminum officinale",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Jasminum polyanthum","Jasminum polyanthum",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Jasminum pubescens","Jasminum pubescens",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Jasminum sambac","Jasminum sambac",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Jasminum scandens","Jasminum scandens",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Jasminum simplicifolium","Jasminum simplicifolium",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Jasminum trinerve","Jasminum trinerve",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Jasminum triumphans","Jasminum triumphans",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Jasminum undulatum","Jasminum undulatum",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Jateorhiza macrantha","Jateorhiza macrantha",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Jatropha breviloba","Jatropha breviloba",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Jatropha capensis","Jatropha capensis",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Jatropha curcas","Jatropha curcas",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Jatropha dissecta","Jatropha dissecta",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Jatropha diversifolia","Jatropha diversifolia",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Jatropha glauca","Jatropha glauca",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Jatropha glaucovirens","Jatropha glaucovirens",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Jatropha gossypiifolia","Jatropha gossypiifolia",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Jatropha hastata","Jatropha hastata",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Jatropha integerrima","Jatropha integerrima",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Jatropha intermedia","Jatropha intermedia",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Jatropha isabellei","Jatropha isabellei",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Jatropha isabelliae","Jatropha isabellei",1,0.978888888889,"False",FALSE,FALSE,FALSE,FALSE
"Jatropha janipha","Jatropha janipha",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Jatropha panduraefolia","Jatropha pandurifolia",1,0.956254856255,"False",FALSE,TRUE,FALSE,FALSE
"Jatropha pauciflora","Jatropha pauciflora",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Jatropha ribifolia","Jatropha ribifolia",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Jatropha urens","Jatropha urens",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Jaumea carnosa","Jaumea carnosa",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Jaumea peduncularis","Jaumea peduncularis",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Jefea lantanifolia","Jefea lantanifolia",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Jefea pringlei","Jefea pringlei",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Jeffersonia diphylla","Jeffersonia diphylla",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Jepsonia parryi","Jepsonia parryi",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Jessea multivenia","Jessea multivenia",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Joannesia princeps","Joannesia princeps",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Jodina rhombifolia","Jodina rhombifolia",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Jodrellia migiurtina","Jodrellia migiurtina",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Johanneshowellia crateriorum","Johanneshowellia crateriorum",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Johannesteijsmannia altifrons","Johannesteijsmannia altifrons",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Johnsonia acaulis","Johnsonia acaulis",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Johnsonia pubescens","Johnsonia pubescens",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Joinvillea ascendens","Joinvillea ascendens",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Joinvillea borneensis","Joinvillea borneensis",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Joinvillea bryanii","Joinvillea bryanii",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Joinvillea plicata","Joinvillea plicata",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Joosia aequatoria","Joosia aequatoria",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Joosia umbellifera","Joosia umbellifera",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Jordaaniella dubia","Jordaaniella dubia",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Jovellana sinclairii","Jovellana sinclairii",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Jovellana violacea","Jovellana violacea",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Juania australis","Juania australis",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Juanulloa mexicana","Juanulloa mexicana",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Jubaea chilensis","Jubaea chilensis",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Jubaea torallyi","Jubaea torallyi",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Jubaeopsis caffra","Jubaeopsis caffra",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Jubelina rosea","Jubelina rosea",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Jubula hutchinsiae","Jubula hutchinsiae",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Juglans ailanthifolia","Juglans ailanthifolia",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Juglans ailantifolia","Juglans ailanthifolia",1,0.989743589744,"False",FALSE,FALSE,FALSE,FALSE
"Juglans australis","Juglans australis",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Juglans boliviana","Juglans boliviana",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Juglans californica","Juglans californica",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Juglans cinerea","Juglans cinerea",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Juglans glabra","Juglans glabra",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Juglans guatemaiensis","Juglans guatemalensis",1,0.967948717949,"False",FALSE,FALSE,FALSE,FALSE
"Juglans hindsii","Juglans hindsii",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Juglans jamaicensis","Juglans jamaicensis",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Juglans major","Juglans major",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Juglans mandshurica","Juglans mandshurica",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Juglans microcarpa","Juglans microcarpa",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Juglans neotropica","Juglans neotropica",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Juglans nigra","Juglans nigra",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Juglans olanchana","Juglans olanchana",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Juglans orientalis","Juglans orientis",1,0.973333333333,"False",FALSE,FALSE,FALSE,FALSE
"Juglans pyriformis","Juglans pyriformis",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Juglans regia","Juglans regia",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Juglans rupestris","Juglans rupestris",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Juglans venezuelensis","Juglans venezuelensis",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Julbernardia pellegriniana","Julbernardia pellegriniana",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Jumellea confusa","Jumellea confusa",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Jumellea maxillarioides","Jumellea maxillarioides",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Juncoides campestre","Juncoides campestre",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Juncus acuminatus","Juncus acuminatus",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Juncus acutiflorus","Juncus acutiflorus",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Juncus acutus","Juncus acutus",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Juncus aemulans","Juncus aemulans",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Juncus albidus","Juncus albidus",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Juncus allioides","Juncus allioides",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Juncus alpestris","Juncus alpestris",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Juncus alpinoarticulatus","Juncus alpinoarticulatus",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Juncus alpinus","Juncus alpinus",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Juncus ambiguus","Juncus ambiguus",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Juncus amuricus","Juncus amuricus",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Juncus anceps","Juncus anceps",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Juncus antarcticus","Juncus antarcticus",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Juncus anthelatus","Juncus anthelatus",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Juncus arcticus","Juncus arcticus",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Juncus arcuatus","Juncus arcuatus",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Juncus articulatus","Juncus articulatus",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Juncus atratus","Juncus atratus",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Juncus atricapillus","Juncus atricapillus",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Juncus balticus","Juncus balticus",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Juncus biglumis","Juncus biglumis",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Juncus bolanderi","Juncus bolanderi",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Juncus brachycephalus","Juncus brachycephalus",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Juncus brachyspathus","Juncus brachyspathus",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Juncus brevicaudatus","Juncus brevicaudatus",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Juncus brevifolius","Juncus brevifolius",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Juncus bufonius","Juncus bufonius",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Juncus bulbosus","Juncus bulbosus",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Juncus campestre","Juncus campestris",1,0.979259259259,"True",FALSE,FALSE,FALSE,FALSE
"Juncus canadensis","Juncus canadensis",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Juncus capensis","Juncus capensis",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Juncus capillaceus","Juncus capillaceus",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Juncus capitatus","Juncus capitatus",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Juncus castaneus","Juncus castaneus",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Juncus cephalotes","Juncus cephalotes",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Juncus cephalotus","Juncus cephalotes",1,0.986666666667,"False",FALSE,FALSE,FALSE,FALSE
"Juncus coarctatus","Juncus coarctatus",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Juncus compressus","Juncus compressus",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Juncus conglomeratus","Juncus conglomeratus",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Juncus conradi","Juncus conradii",1,0.9875,"True",FALSE,FALSE,FALSE,FALSE
"Juncus cooperi","Juncus cooperi",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Juncus coriaceus","Juncus coriaceus",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Juncus covillei","Juncus covillei",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Juncus curvatus","Juncus curvatus",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Juncus cymosus","Juncus cymosus",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Juncus debilis","Juncus debilis",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Juncus decipiens","Juncus decipiens",1,1,"False",FALSE,FALSE,FALSE,FALSE
