"gbif","tank","genus_jw","se_jw","gswitch","bothtpl","suspect","remove","manual.remove"
"Casearia aculeata","Casearia aculeata",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Casearia arborea","Casearia arborea",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Casearia banquitana","Casearia banquitana",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Casearia bartlettii","Casearia bartlettii",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Casearia commersoniana","Casearia commersoniana",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Casearia corymbosa","Casearia corymbosa",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Casearia dallachii","Casearia dallachii",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Casearia dentata","Casearia dentata",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Casearia dubia","Casearia dubia",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Casearia grandiflora","Casearia grandiflora",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Casearia guianensis","Casearia guianensis",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Casearia hirsuta","Casearia hirsuta",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Casearia javitensis","Casearia javitensis",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Casearia obovalis","Casearia obovalis",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Casearia obovata","Casearia obovata",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Casearia oligantha","Casearia oligantha",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Casearia prunifolia","Casearia prunifolia",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Casearia schulzeana","Casearia schulziana",1,0.973333333333,"False",FALSE,FALSE,FALSE,FALSE
"Casearia silvestris","Casearia sylvestris",1,0.94,"False",FALSE,TRUE,FALSE,FALSE
"Casearia st-johnii","Casearia stjohnii",1,0.97037037037,"False",FALSE,FALSE,FALSE,FALSE
"Casearia subsessiliflora","Casearia subsessiliflora",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Casearia sylvestis","Casearia sylvestris",1,0.99,"False",FALSE,FALSE,FALSE,FALSE
"Casearia sylvestris","Casearia sylvestris",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Casimiroa edulis","Casimiroa edulis",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Casimiroa tetrameria","Casimiroa tetrameria",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Cassia aciphylla","Cassia aciphylla",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Cassia aeschinomene","Cassia aeschinomene",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Cassia afrofistula","Cassia afrofistula",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Cassia agnes","Cassia agnes",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Cassia angustifolia","Cassia angustifolia",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Cassia arnottiana","Cassia arnottiana",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Cassia artemisioides","Cassia artemisioides",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Cassia auricoma","Cassia auricoma",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Cassia bacillaris","Cassia bacillaris",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Cassia bauhinoides","Cassia bauhinioides",1,0.976767676768,"False",FALSE,FALSE,FALSE,FALSE
"Cassia bracteosa","Cassia bracteata",1,0.940740740741,"False",FALSE,TRUE,FALSE,FALSE
"Cassia chamaecrista","Cassia chamaecrista",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Cassia cultrifolia","Cassia cultrifolia",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Cassia dumetorum","Cassia dumetorum",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Cassia emarginata","Cassia emarginata",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Cassia fischeri","Cassia fisheri",1,0.970833333333,"False",FALSE,FALSE,FALSE,FALSE
"Cassia fistula","Cassia fistula",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Cassia fruticosa","Cassia fruticosa",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Cassia grandis","Cassia grandis",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Cassia hirsuta","Cassia hirsuta",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Cassia javanica","Cassia javanica",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Cassia lindheimerana","Cassia lindheimeriana",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Cassia lindheimeriana","Cassia lindheimeriana",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Cassia littoralis","Cassia littoralis",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Cassia mimosoides","Cassia mimosoides",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Cassia mississippiensis","Cassia mississipiensis",1,0.997916666667,"False",FALSE,FALSE,FALSE,FALSE
"Cassia nictitans","Cassia nictitans",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Cassia occidentalis","Cassia occidentalis",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Cassia patellaria","Cassia patellaria",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Cassia renigera","Cassia renigera",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Cassia roxburghiana","Cassia roxburghii",1,0.988333333333,"False",FALSE,FALSE,FALSE,FALSE
"Cassia roxburghii","Cassia roxburghii",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Cassia siamea","Cassia siamea",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Cassia tomentosa","Cassia tomentosa",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Cassia wallichiana","Cassia wallichiana",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Cassine colpoon","Cassine colpoon",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Cassine peragua","Cassine peragua",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Cassine schinoides","Cassine schinoides",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Cassinia laevis","Cassinia laevis",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Cassinia longifolia","Cassinia longifolia",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Cassinia ozothamnoides","Cassinia ozothamnoides",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Cassinia scabrida","Cassinia scabrida",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Cassinia trinerva","Cassinia trinerva",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Cassinopsis ilicifolia","Cassinopsis ilicifolia",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Cassiope lycopodioides","Cassiope lycopodioides",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Cassiope mertensiana","Cassiope mertensiana",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Cassiope tetragona","Cassiope tetragona",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Cassipourea guianensis","Cassipourea guianensis",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Cassipourea peruviana","Cassipourea peruviana",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Cassytha archboldian","Cassytha archboldiana",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Cassytha ciliolata","Cassytha ciliolata",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Cassytha filiformis","Cassytha filiformis",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Cassytha glabella","Cassytha glabella",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Cassytha melantha","Cassytha melantha",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Cassytha paniculata","Cassytha paniculata",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Cassytha phaeolasia","Cassytha phaeolasia",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Cassytha pubescens","Cassytha pubescens",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Cassytha remotiflora","Cassytha remotiflora",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Castalia pulchella","Castalia pulchella",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Castanea crenata","Castanea crenata",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Castanea dentata","Castanea dentata",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Castanea henryi","Castanea henryi",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Castanea mollissima","Castanea mollissima",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Castanea nana","Castanea nana",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Castanea ozarkensis","Castanea ozarkensis",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Castanea pumila","Castanea pumila",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Castanea sativa","Castanea sativa",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Castanea seguinii","Castanea seguinii",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Castanopsis carlesii","Castanopsis carlesii",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Castanopsis ceratacantha","Castanopsis ceratacantha",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Castanopsis chinensis","Castanopsis chinensis",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Castanopsis cryptoneuron","Castanopsis cryptoneuron",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Castanopsis cuspidata","Castanopsis cuspidata",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Castanopsis delavayi","Castanopsis delavayi",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Castanopsis echinocarpa","Castanopsis echinocarpa",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Castanopsis eyrei","Castanopsis eyrei",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Castanopsis faberi","Castanopsis fabri",1,0.961111111111,"False",FALSE,FALSE,FALSE,FALSE
"Castanopsis fabri","Castanopsis fabri",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Castanopsis fargesii","Castanopsis fargesii",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Castanopsis fissa","Castanopsis fissa",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Castanopsis hystrix","Castanopsis hystrix",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Castanopsis indica","Castanopsis indica",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Castanopsis inermis","Castanopsis inermis",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Castanopsis javanica","Castanopsis javanica",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Castanopsis lucida","Castanopsis lucida",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Castanopsis purpurella","Castanopsis purpurella",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Castanopsis sclerophylla","Castanopsis sclerophylla",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Castanopsis sieboldii","Castanopsis sieboldii",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Castanopsis tibetana","Castanopsis tibetana",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Castanopsis tribuloides","Castanopsis tribuloides",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Castanopsis wattii","Castanopsis wattii",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Castanospermum australe","Castanospermum australe",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Castela coccinea","Castela coccinea",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Castela emoryi","Castela emoryi",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Castela erecta","Castela erecta",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Castela galapageia","Castela galapageia",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Castela retusa","Castela retusa",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Castela tweediei","Castela tweedii",1,0.983333333333,"False",FALSE,FALSE,FALSE,FALSE
"Castela tweedii","Castela tweedii",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Castellanosia caineana","Castellanosia caineana",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Castilla elastica","Castilla elastica",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Castilla ulei","Castilla ulei",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Castilleja affinis","Castilleja affinis",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Castilleja ambigua","Castilleja ambigua",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Castilleja arvensis","Castilleja arvensis",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Castilleja attentuata","Castilleja attenuata",1,0.955555555556,"False",FALSE,TRUE,FALSE,FALSE
"Castilleja attenuata","Castilleja attenuata",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Castilleja cryptandra","Castilleja cryptandra",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Castilleja cusickii","Castilleja cusickii",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Castilleja elmeri","Castilleja elmeri",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Castilleja hispida","Castilleja hispida",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Castilleja integra","Castilleja integra",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Castilleja lacera","Castilleja lacera",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Castilleja linariaefolia","Castilleja linariifolia",1,0.956254856255,"False",FALSE,TRUE,FALSE,FALSE
"Castilleja linariifolia","Castilleja linariifolia",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Castilleja lineariloba","Castilleja lineariloba",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Castilleja lithospermoides","Castilleja lithospermoides",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Castilleja minata","Castilleja miniata",1,0.966666666667,"False",FALSE,FALSE,FALSE,FALSE
"Castilleja miniata","Castilleja miniata",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Castilleja nana","Castilleja nana",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Castilleja nervata","Castilleja nervata",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Castilleja occidentalis","Castilleja occidentalis",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Castilleja oresbia","Castilleja oresbia",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Castilleja pallida","Castilleja pallida",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Castilleja pilosa","Castilleja pilosa",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Castilleja pruinosa","Castilleja pruinosa",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Castilleja rhexifolia","Castilleja rhexifolia",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Castilleja rubida","Castilleja rubida",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Castilleja scorzonerifolia","Castilleja scorzonerifolia",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Castilleja sulphurea","Castilleja sulphurea",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Castilleja tenuis","Castilleja tenuis",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Castilleja tomentosa","Castilleja tomentosa",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Castilloa elastica","Castilla elastica",0.988888888889,1,"False",FALSE,FALSE,FALSE,FALSE
"Castilloa ulei","Castilla ulei",0.988888888889,1,"False",FALSE,FALSE,FALSE,FALSE
"Castratella piloselloides","Castratella piloselloides",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Casuarina collina","Casuarina collina",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Casuarina cristata","Casuarina cristata",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Casuarina cunninghamiana","Casuarina cunninghamiana",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Casuarina equisetifolia","Casuarina equisetifolia",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Casuarina glauca","Casuarina glauca",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Casuarina litorea","Casuarina littorea",1,0.970833333333,"False",FALSE,FALSE,FALSE,FALSE
"Casuarina littoralis","Casuarina littoralis",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Casuarina nana","Casuarina nana",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Casuarina nodiflora","Casuarina nodiflora",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Casuarina obesa","Casuarina obesa",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Casuarina pauper","Casuarina pauper",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Casuarina quadrivalis","Casuarina quadrivalvis",1,0.997222222222,"False",FALSE,FALSE,FALSE,FALSE
"Casuarina stricta","Casuarina stricta",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Casuarina suberosa","Casuarina suberosa",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Casuarina sumatrana","Casuarina sumatrana",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Casuarina torulosa","Casuarina torulosa",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Catabrosa aquatica","Catabrosa aquatica",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Catalepidia heyana","Catalepidia heyana",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Catalpa bignonioides","Catalpa bignonioides",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Catalpa bungei","Catalpa bungei",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Catalpa fargesii","Catalpa fargesii",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Catalpa longissima","Catalpa longissima",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Catalpa ovata","Catalpa ovata",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Catalpa speciosa","Catalpa speciosa",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Catananche caerulea","Catananche caerulea",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Catananche lutea","Catananche lutea",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Catapodium marinum","Catapodium marinum",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Catapodium rigidum","Catapodium rigidum",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Catapodium tenellum","Catapodium tenellum",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Catasetum cliftonii","Catasetum cliftonii",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Catasetum expansum","Catasetum expansum",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Catesbaea fuertesii","Catesbaea fuertesii",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Catesbaea spinosa","Catesbaea spinosa",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Catha edulis","Catha edulis",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Catharanthus roseus","Catharanthus roseus",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Cathaya argyrophylla","Cathaya argyrophylla",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Cathedra acuminata","Cathedra acuminata",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Cathedra crassifolia","Cathedra crassifolia",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Cathormion umbellatum","Cathormion umbellatum",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Catolobus pendula","Catolobus pendula",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Catophractes alexandri","Catophractes alexandri",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Catopsis floribunda","Catopsis floribunda",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Catopsis juncifolia","Catopsis juncifolia",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Catopsis morreniana","Catopsis morreniana",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Catopsis subulata","Catopsis subulata",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Catopsis wangerinii","Catopsis wangerinii",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Catostemma fragrans","Catostemma fragrans",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Cattleya aclandiae","Cattleya aclandiae",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Cattleya alaorii","Cattleya alaorii",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Cattleya araguaiensis","Cattleya araguaiensis",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Cattleya bowringiana","Cattleya bowringiana",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Cattleya brevipedunculata","Cattleya brevipedunculata",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Cattleya cernua","Cattleya cernua",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Cattleya coccinea","Cattleya coccinea",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Cattleya crispata","Cattleya crispata",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Cattleya dolosa","Cattleya dolosa",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Cattleya dowiana","Cattleya dowiana",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Cattleya eldorado","Cattleya eldorado",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Cattleya esalqueana","Cattleya esalqueana",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Cattleya fidelensis","Cattleya fidelensis",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Cattleya forbesii","Cattleya forbesii",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Cattleya gaskelliana","Cattleya gaskelliana",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Cattleya harpophylla","Cattleya harpophylla",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Cattleya intermedia","Cattleya intermedia",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Cattleya labiata","Cattleya labiata",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Cattleya lawrenceana","Cattleya lawrenceana",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Cattleya loddigesii","Cattleya loddigesii",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Cattleya luddemanniana","Cattleya lueddemanniana",1,0.950183150183,"False",FALSE,TRUE,FALSE,FALSE
"Cattleya lueddemanniana","Cattleya lueddemanniana",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Cattleya mantiqueirae","Cattleya mantiqueirae",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Cattleya maxima","Cattleya maxima",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Cattleya mendeli","Cattleya mendelii",1,0.9875,"True",FALSE,FALSE,FALSE,FALSE
"Cattleya mendelii","Cattleya mendelii",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Cattleya mooreana","Cattleya mooreana",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Cattleya mossiae","Cattleya mossiae",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Cattleya nobilior","Cattleya nobilior",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Cattleya percivaliana","Cattleya percivaliana",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Cattleya perrinii","Cattleya perrinii",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Cattleya purpurata","Cattleya purpurata",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Cattleya pygmaea","Cattleya pygmaea",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Cattleya schroederae","Cattleya schroederae",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Cattleya schroederana","Cattleya schroederae",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Cattleya schroederiana","Cattleya schroederiana",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Cattleya speciosissima","Cattleya speciosissima",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Cattleya trianae","Cattleya trianae",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Cattleya trianaei","Cattleya trianae",1,0.9875,"False",FALSE,FALSE,FALSE,FALSE
"Cattleya violacea","Cattleya violacea",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Cattleya walkeriana","Cattleya walkeriana",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Cattleya wallisii","Cattleya wallisii",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Cattleya warneri","Cattleya warneri",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Cattleya warscewiczii","Cattleya warscewiczii",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Catunaregam nilotica","Catunaregam nilotica",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Catunaregam spinosa","Catunaregam spinosa",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Catunaregam taylorii","Catunaregam taylorii",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Caucaea olivacea","Caucaea olivacea",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Caucaea phalaenopsis","Caucaea phalaenopsis",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Caucaea radiata","Caucaea radiata",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Caucalis daucoides","Caucalis daucoides",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Caucalis grandiflora","Caucalis grandiflora",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Caucalis platycarpos","Caucalis platycarpos",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Caucalis pumila","Caucalis pumila",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Caucanthus auriculatus","Caucanthus auriculatus",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Caulanthus crassicaulis","Caulanthus crassicaulis",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Caulanthus heterophyllus","Caulanthus heterophyllus",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Caulanthus inflatus","Caulanthus inflatus",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Caulanthus lasiophyllus","Caulanthus lasiophyllus",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Caulanthus major","Caulanthus major",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Caularthron bilamellatum","Caularthron bilamellatum",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Caulophyllum giganteum","Caulophyllum giganteum",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Caulophyllum robustum","Caulophyllum robustum",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Caulophyllum thalictroides","Caulophyllum thalictroides",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Caustis dioica","Caustis dioica",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Cautlea lutea","Cautleya lutea",0.983333333333,1,"False",FALSE,FALSE,FALSE,FALSE
"Cautleya gracilis","Cautleya gracilis",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Cavacoa aurea","Cavacoa aurea",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Cavanillesia platanifolia","Cavanillesia platanifolia",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Cavendischia ulei","Cavendishia ulei",0.994444444444,1,"False",FALSE,FALSE,FALSE,FALSE
"Cavendishia benthamiana","Cavendishia benthamiana",1,1,"False",FALSE,FALSE,FALSE,FALSE
"Cavendishia bracteata","Cavendishia bracteata",1,1,"False",FALSE,FALSE,FALSE,FALSE
